id,time,會計年度,款,項,目,節,預算科目編號,預算科目名稱,分計畫編號,分計畫名稱,用途別編號,用途別名稱,原預算數,預算追加減數,動支第一預備金數,動支第二預備金數,經費流用數,預算調整數,預算增減數小計,預算數合計1,實現數,應付數,保留數,決算數合計2,預決算比較增減數,決算數占預算數之比率
240,109,109,,,,2,5202401023-2*,主題研究與人才培育,,,,,230064000.00,0.00,0.00,0.00,45952314.00,0.00,45952314.00,276016314.00,200384063.00,0.00,75632251.00,276016314.00,0.00,100.00
240,109,109,,,,,30,設備及投資,,,3000,設備及投資,230064000.00,0.00,0.00,0.00,45952314.00,0.00,45952314.00,276016314.00,200384063.00,0.00,75632251.00,276016314.00,0.00,100.00
240,109,109,,,3,,5202402000-2,自然及人文社會科學研究,,,,,4320095000.00,0.00,0.00,0.00,0.00,0.00,0.00,4320095000.00,4064570211.00,0.00,140425992.00,4204996203.00,-115098797.00,97.34
240,109,109,,,,1,5202402010-6,數理科學研究,,,,,1260943000.00,0.00,0.00,0.00,-50273389.00,0.00,-50273389.00,1210669611.00,1166512801.00,0.00,7102881.00,1173615682.00,-37053929.00,96.94
240,109,109,,,,,20,業務費,,,2000,業務費,1222979000.00,0.00,0.00,0.00,-50105641.00,0.00,-50105641.00,1172873359.00,1129191319.00,0.00,7102881.00,1136294200.00,-36579159.00,96.88
240,109,109,,,,,40,獎補助費,,,4000,獎補助費,37964000.00,0.00,0.00,0.00,-167748.00,0.00,-167748.00,37796252.00,37321482.00,0.00,0.00,37321482.00,-474770.00,98.74
240,109,109,,,,1,5202402010-6*,數理科學研究,,,,,338784000.00,0.00,0.00,0.00,50273389.00,0.00,50273389.00,389057389.00,331887331.00,0.00,57170058.00,389057389.00,0.00,100.00
240,109,109,,,,,30,設備及投資,,,3000,設備及投資,338784000.00,0.00,0.00,0.00,50273389.00,0.00,50273389.00,389057389.00,331887331.00,0.00,57170058.00,389057389.00,0.00,100.00
240,109,109,,,,2,5202402020-0,生命科學研究,,,,,1557366000.00,0.00,0.00,0.00,-40581433.00,0.00,-40581433.00,1516784567.00,1496673331.00,0.00,3686270.00,1500359601.00,-16424966.00,98.92
240,109,109,,,,,20,業務費,,,2000,業務費,1495887000.00,0.00,0.00,0.00,-45338934.00,0.00,-45338934.00,1450548066.00,1430436830.00,0.00,3686270.00,1434123100.00,-16424966.00,98.87
240,109,109,,,,,40,獎補助費,,,4000,獎補助費,61479000.00,0.00,0.00,0.00,4757501.00,0.00,4757501.00,66236501.00,66236501.00,0.00,0.00,66236501.00,0.00,100.00
240,109,109,,,,2,5202402020-0*,生命科學研究,,,,,257890000.00,0.00,0.00,0.00,40581433.00,0.00,40581433.00,298471433.00,238505779.00,0.00,59965654.00,298471433.00,0.00,100.00
240,109,109,,,,,30,設備及投資,,,3000,設備及投資,257890000.00,0.00,0.00,0.00,40581433.00,0.00,40581433.00,298471433.00,238505779.00,0.00,59965654.00,298471433.00,0.00,100.00
240,109,109,,,,3,5202402030-3,人文及社會科學研究,,,,,755183000.00,0.00,0.00,0.00,-21575104.00,0.00,-21575104.00,733607896.00,667809797.00,0.00,4178197.00,671987994.00,-61619902.00,91.60
240,109,109,,,,,20,業務費,,,2000,業務費,729057000.00,0.00,0.00,0.00,-21575104.00,0.00,-21575104.00,707481896.00,646661707.00,0.00,4178197.00,650839904.00,-56641992.00,91.99
240,109,109,,,,,40,獎補助費,,,4000,獎補助費,26126000.00,0.00,0.00,0.00,0.00,0.00,0.00,26126000.00,21148090.00,0.00,0.00,21148090.00,-4977910.00,80.95
240,109,109,,,,3,5202402030-3*,人文及社會科學研究,,,,,149929000.00,0.00,0.00,0.00,21575104.00,0.00,21575104.00,171504104.00,163181172.00,0.00,8322932.00,171504104.00,0.00,100.00
240,109,109,,,,,30,設備及投資,,,3000,設備及投資,149929000.00,0.00,0.00,0.00,21575104.00,0.00,21575104.00,171504104.00,163181172.00,0.00,8322932.00,171504104.00,0.00,100.00
240,109,109,,,4,,5202404000-3,南部院區,,,,,13053000.00,0.00,0.00,0.00,-1716900.00,0.00,-1716900.00,11336100.00,5146034.00,0.00,389655.00,5535689.00,-5800411.00,48.83
240,109,109,,,,,20,業務費,,,2000,業務費,13053000.00,0.00,0.00,0.00,-1716900.00,0.00,-1716900.00,11336100.00,5146034.00,0.00,389655.00,5535689.00,-5800411.00,48.83
240,109,109,,,4,,5202404000-3*,南部院區,,,,,1033783000.00,0.00,0.00,0.00,1716900.00,0.00,1716900.00,1035499900.00,430147473.00,0.00,605352427.00,1035499900.00,0.00,100.00
240,109,109,,,,,30,設備及投資,,,3000,設備及投資,1033783000.00,0.00,0.00,0.00,1716900.00,0.00,1716900.00,1035499900.00,430147473.00,0.00,605352427.00,1035499900.00,0.00,100.00
240,109,109,,,5,,5202405000-9,非營業特種基金,,,,,1022157000.00,0.00,0.00,0.00,0.00,0.00,0.00,1022157000.00,1022157000.00,0.00,0.00,1022157000.00,0.00,100.00
240,109,109,,,,1,5202405010-2,科學研究基金,,,,,928478000.00,0.00,0.00,0.00,0.00,0.00,0.00,928478000.00,928478000.00,0.00,0.00,928478000.00,0.00,100.00
240,109,109,,,,,40,獎補助費,,,4000,獎補助費,928478000.00,0.00,0.00,0.00,0.00,0.00,0.00,928478000.00,928478000.00,0.00,0.00,928478000.00,0.00,100.00
240,109,109,,,,1,5202405010-2*,科學研究基金,,,,,93679000.00,0.00,0.00,0.00,0.00,0.00,0.00,93679000.00,93679000.00,0.00,0.00,93679000.00,0.00,100.00
240,109,109,,,,,30,設備及投資,,,3000,設備及投資,93679000.00,0.00,0.00,0.00,0.00,0.00,0.00,93679000.00,93679000.00,0.00,0.00,93679000.00,0.00,100.00
240,109,109,,,6,,5202409000-0,一般建築及設備,,,,,2908000.00,0.00,0.00,0.00,0.00,0.00,0.00,2908000.00,2843000.00,0.00,0.00,2843000.00,-65000.00,97.76
240,109,109,,,,1,5202409011-7*,交通及運輸設備,,,,,2908000.00,0.00,0.00,0.00,0.00,0.00,0.00,2908000.00,2843000.00,0.00,0.00,2843000.00,-65000.00,97.76
240,109,109,,,,,30,設備及投資,,,3000,設備及投資,2908000.00,0.00,0.00,0.00,0.00,0.00,0.00,2908000.00,2843000.00,0.00,0.00,2843000.00,-65000.00,97.76
240,109,109,,,7,,5202409800-7,第一預備金,,,,,7375000.00,0.00,0.00,0.00,0.00,0.00,0.00,7375000.00,0.00,0.00,0.00,0.00,-7375000.00,0.00
240,109,109,,,,,60,預備金,,,6000,預備金,7375000.00,0.00,0.00,0.00,0.00,0.00,0.00,7375000.00,0.00,0.00,0.00,0.00,-7375000.00,0.00
240,109,109,2,,,,8903304500-4,"公教人員婚喪生育及子女教育
補助",,,,,17989943.00,0.00,0.00,0.00,0.00,0.00,0.00,17989943.00,17989943.00,0.00,0.00,17989943.00,0.00,100.00
240,109,109,,,,,10,人事費,,,1000,人事費,17989943.00,0.00,0.00,0.00,0.00,0.00,0.00,17989943.00,17989943.00,0.00,0.00,17989943.00,0.00,100.00
240,109,109,,,,,經常門小計,,,,,,17989943.00,0.00,0.00,0.00,0.00,0.00,0.00,17989943.00,17989943.00,0.00,0.00,17989943.00,0.00,100.00
240,109,109,5,,,,7606205300-6,公務人員退休撫卹給付,,,,,51900208.00,0.00,0.00,0.00,0.00,0.00,0.00,51900208.00,51900208.00,0.00,0.00,51900208.00,0.00,100.00
240,109,109,,,,,10,人事費,,,1000,人事費,51900208.00,0.00,0.00,0.00,0.00,0.00,0.00,51900208.00,51900208.00,0.00,0.00,51900208.00,0.00,100.00
240,109,109,,,,,經常門小計,,,,,,51900208.00,0.00,0.00,0.00,0.00,0.00,0.00,51900208.00,51900208.00,0.00,0.00,51900208.00,0.00,100.00
240,109,109,,,,,統籌科目小計,,,,,,69890151.00,0.00,0.00,0.00,0.00,0.00,0.00,69890151.00,69890151.00,0.00,0.00,69890151.00,0.00,100.00
240,109,109,,,,,合計,,,,,,12615889151.00,0.00,0.00,0.00,0.00,0.00,0.00,12615889151.00,10972583503.00,0.00,1112337239.00,12084920742.00,-530968409.00,95.79
240,110,110,1,,,,0002000000-8,總統府主管,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,110,110,,5,,,0002400000-9,中央研究院,,,,,12609710000.00,0.00,0.00,0.00,0.00,0.00,0.00,12609710000.00,11177441817.00,0.00,880765093.00,12058206910.00,-551503090.00,95.63
240,110,110,,,,,經常門小計,,,,,,10487404000.00,0.00,0.00,0.00,-220892037.00,0.00,-220892037.00,10266511963.00,9628574432.00,0.00,86752168.00,9715326600.00,-551185363.00,94.63
240,110,110,,,,,資本門小計,,,,,,2122306000.00,0.00,0.00,0.00,220892037.00,0.00,220892037.00,2343198037.00,1548867385.00,0.00,794012925.00,2342880310.00,-317727.00,99.99
240,110,110,,,1,,5202400100-6,一般行政,,,,,261304000.00,0.00,0.00,0.00,0.00,0.00,0.00,261304000.00,251355190.00,0.00,0.00,251355190.00,-9948810.00,96.19
240,110,110,,,,,10,人事費,,,1000,人事費,210588000.00,0.00,0.00,0.00,0.00,0.00,0.00,210588000.00,203838937.00,0.00,0.00,203838937.00,-6749063.00,96.80
240,110,110,,,,,20,業務費,,,2000,業務費,50284000.00,0.00,0.00,0.00,0.00,0.00,0.00,50284000.00,47160253.00,0.00,0.00,47160253.00,-3123747.00,93.79
240,110,110,,,,,40,獎補助費,,,4000,獎補助費,432000.00,0.00,0.00,0.00,0.00,0.00,0.00,432000.00,356000.00,0.00,0.00,356000.00,-76000.00,82.41
240,110,110,,,1,,5202400100-6*,一般行政,,,,,1694000.00,0.00,0.00,0.00,0.00,0.00,0.00,1694000.00,1410285.00,0.00,0.00,1410285.00,-283715.00,83.25
240,110,110,,,,,30,設備及投資,,,3000,設備及投資,1694000.00,0.00,0.00,0.00,0.00,0.00,0.00,1694000.00,1410285.00,0.00,0.00,1410285.00,-283715.00,83.25
240,110,110,,,2,,5202401000-7,一般學術研究及評議,,,,,5561067000.00,0.00,0.00,0.00,-106958480.00,0.00,-106958480.00,5454108520.00,5007850478.00,0.00,51282873.00,5059133351.00,-394975169.00,92.76
240,110,110,,,,,10,人事費,,,1000,人事費,2457365000.00,0.00,0.00,0.00,0.00,0.00,0.00,2457365000.00,2408875979.00,0.00,0.00,2408875979.00,-48489021.00,98.03
240,110,110,,,,,20,業務費,,,2000,業務費,2717496000.00,0.00,0.00,0.00,-106958480.00,0.00,-106958480.00,2610537520.00,2309099249.00,0.00,41454334.00,2350553583.00,-259983937.00,90.04
240,110,110,,,,,40,獎補助費,,,4000,獎補助費,386206000.00,0.00,0.00,0.00,0.00,0.00,0.00,386206000.00,289875250.00,0.00,9828539.00,299703789.00,-86502211.00,77.60
240,110,110,,,2,,5202401000-7*,一般學術研究及評議,,,,,539590000.00,0.00,0.00,0.00,106958480.00,0.00,106958480.00,646548480.00,435928543.00,0.00,210619937.00,646548480.00,0.00,100.00
240,110,110,,,,,30,設備及投資,,,3000,設備及投資,539590000.00,0.00,0.00,0.00,106958480.00,0.00,106958480.00,646548480.00,435928543.00,0.00,210619937.00,646548480.00,0.00,100.00
240,110,110,,,3,,5202402000-2,自然及人文社會科學研究,,,,,4357754000.00,0.00,0.00,0.00,0.00,0.00,0.00,4357754000.00,4040466323.00,0.00,193399712.00,4233866035.00,-123887965.00,97.16
240,110,110,,,,1,5202402010-6,數理科學研究,,,,,1214950000.00,0.00,0.00,0.00,-60759914.00,0.00,-60759914.00,1154190086.00,1115786277.00,0.00,4710200.00,1120496477.00,-33693609.00,97.08
240,110,110,,,,,20,業務費,,,2000,業務費,1177986000.00,0.00,0.00,0.00,-62713327.00,0.00,-62713327.00,1115272673.00,1076868864.00,0.00,4710200.00,1081579064.00,-33693609.00,96.98
240,110,110,,,,,40,獎補助費,,,4000,獎補助費,36964000.00,0.00,0.00,0.00,1953413.00,0.00,1953413.00,38917413.00,38917413.00,0.00,0.00,38917413.00,0.00,100.00
240,110,110,,,,1,5202402010-6*,數理科學研究,,,,,330352000.00,0.00,0.00,0.00,60759914.00,0.00,60759914.00,391111914.00,337490184.00,0.00,53621730.00,391111914.00,0.00,100.00
240,110,110,,,,,30,設備及投資,,,3000,設備及投資,330352000.00,0.00,0.00,0.00,60759914.00,0.00,60759914.00,391111914.00,337490184.00,0.00,53621730.00,391111914.00,0.00,100.00
240,110,110,,,,2,5202402020-0,生命科學研究,,,,,1591211000.00,0.00,0.00,0.00,-34776740.00,0.00,-34776740.00,1556434260.00,1502223216.00,0.00,27344000.00,1529567216.00,-26867044.00,98.27
240,110,110,,,,,20,業務費,,,2000,業務費,1528711000.00,0.00,0.00,0.00,-34776740.00,0.00,-34776740.00,1493934260.00,1440891862.00,0.00,27344000.00,1468235862.00,-25698398.00,98.28
240,110,110,,,,,40,獎補助費,,,4000,獎補助費,62500000.00,0.00,0.00,0.00,0.00,0.00,0.00,62500000.00,61331354.00,0.00,0.00,61331354.00,-1168646.00,98.13
240,110,110,,,,2,5202402020-0*,生命科學研究,,,,,317728000.00,0.00,0.00,0.00,34776740.00,0.00,34776740.00,352504740.00,258362296.00,0.00,94142444.00,352504740.00,0.00,100.00
240,110,110,,,,,30,設備及投資,,,3000,設備及投資,317728000.00,0.00,0.00,0.00,34776740.00,0.00,34776740.00,352504740.00,258362296.00,0.00,94142444.00,352504740.00,0.00,100.00
240,110,110,,,,3,5202402030-3,人文及社會科學研究,,,,,732336000.00,0.00,0.00,0.00,-14279876.00,0.00,-14279876.00,718056124.00,651313717.00,0.00,3415095.00,654728812.00,-63327312.00,91.18
240,110,110,,,,,20,業務費,,,2000,業務費,706674000.00,0.00,0.00,0.00,-14279876.00,0.00,-14279876.00,692394124.00,630875408.00,0.00,3415095.00,634290503.00,-58103621.00,91.61
240,110,110,,,,,40,獎補助費,,,4000,獎補助費,25662000.00,0.00,0.00,0.00,0.00,0.00,0.00,25662000.00,20438309.00,0.00,0.00,20438309.00,-5223691.00,79.64
240,110,110,,,,3,5202402030-3*,人文及社會科學研究,,,,,171177000.00,0.00,0.00,0.00,14279876.00,0.00,14279876.00,185456876.00,175290633.00,0.00,10166243.00,185456876.00,0.00,100.00
240,110,110,,,,,30,設備及投資,,,3000,設備及投資,171177000.00,0.00,0.00,0.00,14279876.00,0.00,14279876.00,185456876.00,175290633.00,0.00,10166243.00,185456876.00,0.00,100.00
240,110,110,,,4,,5202404000-3,南部院區,,,,,108282000.00,0.00,0.00,0.00,-4117027.00,0.00,-4117027.00,104164973.00,89166554.00,0.00,0.00,89166554.00,-14998419.00,85.60
240,110,110,,,,,20,業務費,,,2000,業務費,106282000.00,0.00,0.00,0.00,-4117027.00,0.00,-4117027.00,102164973.00,88378987.00,0.00,0.00,88378987.00,-13785986.00,86.51
240,110,110,,,,,40,獎補助費,,,4000,獎補助費,2000000.00,0.00,0.00,0.00,0.00,0.00,0.00,2000000.00,787567.00,0.00,0.00,787567.00,-1212433.00,39.38
240,110,110,,,4,,5202404000-3*,南部院區,,,,,719478000.00,0.00,0.00,0.00,4117027.00,0.00,4117027.00,723595027.00,298132456.00,0.00,425462571.00,723595027.00,0.00,100.00
240,110,110,,,,,30,設備及投資,,,3000,設備及投資,719478000.00,0.00,0.00,0.00,4117027.00,0.00,4117027.00,723595027.00,298132456.00,0.00,425462571.00,723595027.00,0.00,100.00
240,110,110,,,5,,5202405000-9,非營業特種基金,,,,,1051286000.00,0.00,0.00,0.00,0.00,0.00,0.00,1051286000.00,1051286000.00,0.00,0.00,1051286000.00,0.00,100.00
240,110,110,,,,1,5202405010-2,科學研究基金,,,,,1010879000.00,0.00,0.00,0.00,0.00,0.00,0.00,1010879000.00,1010879000.00,0.00,0.00,1010879000.00,0.00,100.00
240,110,110,,,,,40,獎補助費,,,4000,獎補助費,1010879000.00,0.00,0.00,0.00,0.00,0.00,0.00,1010879000.00,1010879000.00,0.00,0.00,1010879000.00,0.00,100.00
240,110,110,,,,1,5202405010-2*,科學研究基金,,,,,40407000.00,0.00,0.00,0.00,0.00,0.00,0.00,40407000.00,40407000.00,0.00,0.00,40407000.00,0.00,100.00
240,110,110,,,,,30,設備及投資,,,3000,設備及投資,40407000.00,0.00,0.00,0.00,0.00,0.00,0.00,40407000.00,40407000.00,0.00,0.00,40407000.00,0.00,100.00
240,110,110,,,6,,5202409000-0,一般建築及設備,,,,,1880000.00,0.00,0.00,0.00,0.00,0.00,0.00,1880000.00,1845988.00,0.00,0.00,1845988.00,-34012.00,98.19
240,110,110,,,,1,5202409011-7*,交通及運輸設備,,,,,1880000.00,0.00,0.00,0.00,0.00,0.00,0.00,1880000.00,1845988.00,0.00,0.00,1845988.00,-34012.00,98.19
240,110,110,,,,,30,設備及投資,,,3000,設備及投資,1880000.00,0.00,0.00,0.00,0.00,0.00,0.00,1880000.00,1845988.00,0.00,0.00,1845988.00,-34012.00,98.19
240,110,110,,,7,,5202409800-7,第一預備金,,,,,7375000.00,0.00,0.00,0.00,0.00,0.00,0.00,7375000.00,0.00,0.00,0.00,0.00,-7375000.00,0.00
240,110,110,,,,,60,預備金,,,6000,預備金,7375000.00,0.00,0.00,0.00,0.00,0.00,0.00,7375000.00,0.00,0.00,0.00,0.00,-7375000.00,0.00
240,110,110,2,,,,8903304500-4,"公教人員婚喪生育及子女教育
補助",,,,,17991615.00,0.00,0.00,0.00,0.00,0.00,0.00,17991615.00,17991615.00,0.00,0.00,17991615.00,0.00,100.00
240,110,110,,,,,10,人事費,,,1000,人事費,17991615.00,0.00,0.00,0.00,0.00,0.00,0.00,17991615.00,17991615.00,0.00,0.00,17991615.00,0.00,100.00
240,110,110,,,,,經常門小計,,,,,,17991615.00,0.00,0.00,0.00,0.00,0.00,0.00,17991615.00,17991615.00,0.00,0.00,17991615.00,0.00,100.00
240,110,110,5,,,,7606205300-6,公務人員退休撫卹給付,,,,,52167596.00,0.00,0.00,0.00,0.00,0.00,0.00,52167596.00,52167596.00,0.00,0.00,52167596.00,0.00,100.00
240,110,110,,,,,10,人事費,,,1000,人事費,52167596.00,0.00,0.00,0.00,0.00,0.00,0.00,52167596.00,52167596.00,0.00,0.00,52167596.00,0.00,100.00
240,110,110,,,,,經常門小計,,,,,,52167596.00,0.00,0.00,0.00,0.00,0.00,0.00,52167596.00,52167596.00,0.00,0.00,52167596.00,0.00,100.00
240,110,110,,,,,統籌科目小計,,,,,,70159211.00,0.00,0.00,0.00,0.00,0.00,0.00,70159211.00,70159211.00,0.00,0.00,70159211.00,0.00,100.00
240,110,110,,,,,合計,,,,,,12679869211.00,0.00,0.00,0.00,0.00,0.00,0.00,12679869211.00,11247601028.00,0.00,880765093.00,12128366121.00,-551503090.00,95.65
240,111,111,1,,,,0002000000-8,總統府主管,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,111,111,,5,,,0002400000-9,中央研究院,,,,,12924763000.00,0.00,0.00,0.00,0.00,0.00,0.00,12924763000.00,11429993349.00,0.00,1079249320.00,12509242669.00,-415520331.00,96.79
240,111,111,,,,,經常門小計,,,,,,10344680000.00,0.00,0.00,0.00,-119359901.00,0.00,-119359901.00,10225320099.00,9656443802.00,0.00,154689618.00,9811133420.00,-414186679.00,95.95
240,111,111,,,,,資本門小計,,,,,,2580083000.00,0.00,0.00,0.00,119359901.00,0.00,119359901.00,2699442901.00,1773549547.00,0.00,924559702.00,2698109249.00,-1333652.00,99.95
240,111,111,,,1,,5202400100-6,一般行政,,,,,260412000.00,0.00,0.00,0.00,0.00,0.00,0.00,260412000.00,256084752.00,0.00,528809.00,256613561.00,-3798439.00,98.54
240,111,111,,,,,10,人事費,,,1000,人事費,212743000.00,0.00,0.00,0.00,0.00,0.00,0.00,212743000.00,210487717.00,0.00,0.00,210487717.00,-2255283.00,98.94
240,111,111,,,,,20,業務費,,,2000,業務費,47237000.00,0.00,0.00,0.00,0.00,0.00,0.00,47237000.00,45233035.00,0.00,528809.00,45761844.00,-1475156.00,96.88
240,111,111,,,,,40,獎補助費,,,4000,獎補助費,432000.00,0.00,0.00,0.00,0.00,0.00,0.00,432000.00,364000.00,0.00,0.00,364000.00,-68000.00,84.26
240,111,111,,,1,,5202400100-6*,一般行政,,,,,1534000.00,0.00,0.00,0.00,0.00,0.00,0.00,1534000.00,1297170.00,0.00,0.00,1297170.00,-236830.00,84.56
240,111,111,,,,,30,設備及投資,,,3000,設備及投資,1534000.00,0.00,0.00,0.00,0.00,0.00,0.00,1534000.00,1297170.00,0.00,0.00,1297170.00,-236830.00,84.56
240,111,111,,,2,,5202401000-7,一般學術研究及評議,,,,,6335019000.00,0.00,0.00,0.00,0.00,0.00,0.00,6335019000.00,5680071825.00,0.00,364156183.00,6044228008.00,-290790992.00,95.41
240,111,111,,,,1,5202401010-0,人力資源,,,,,2565327000.00,0.00,0.00,0.00,0.00,0.00,0.00,2565327000.00,2496075791.00,0.00,0.00,2496075791.00,-69251209.00,97.30
240,111,111,,,,,10,人事費,,,1000,人事費,2500327000.00,0.00,0.00,0.00,0.00,0.00,0.00,2500327000.00,2438948597.00,0.00,0.00,2438948597.00,-61378403.00,97.55
240,111,111,,,,,40,獎補助費,,,4000,獎補助費,65000000.00,0.00,0.00,0.00,0.00,0.00,0.00,65000000.00,57127194.00,0.00,0.00,57127194.00,-7872806.00,87.89
240,111,111,,,,2,5202401020-4,學術研究與人才培育,,,,,3072625000.00,0.00,0.00,0.00,-64570103.00,0.00,-64570103.00,3008054897.00,2655105943.00,0.00,131409171.00,2786515114.00,-221539783.00,92.64
240,111,111,,,,,20,業務費,,,2000,業務費,2763727000.00,0.00,0.00,0.00,-64570103.00,0.00,-64570103.00,2699156897.00,2399340961.00,0.00,130943072.00,2530284033.00,-168872864.00,93.74
240,111,111,,,,,40,獎補助費,,,4000,獎補助費,308898000.00,0.00,0.00,0.00,0.00,0.00,0.00,308898000.00,255764982.00,0.00,466099.00,256231081.00,-52666919.00,82.95
240,111,111,,,,2,5202401020-4*,學術研究與人才培育,,,,,697067000.00,0.00,0.00,0.00,64570103.00,0.00,64570103.00,761637103.00,528890091.00,0.00,232747012.00,761637103.00,0.00,100.00
240,111,111,,,,,30,設備及投資,,,3000,設備及投資,697067000.00,0.00,0.00,0.00,64570103.00,0.00,64570103.00,761637103.00,528890091.00,0.00,232747012.00,761637103.00,0.00,100.00
240,111,111,,,3,,5202402000-2,自然及人文社會科學研究,,,,,4144721000.00,0.00,0.00,0.00,0.00,0.00,0.00,4144721000.00,3963980066.00,0.00,89157245.00,4053137311.00,-91583689.00,97.79
240,111,111,,,,1,5202402010-6,數理科學研究,,,,,1203565000.00,0.00,0.00,0.00,-26459695.00,0.00,-26459695.00,1177105305.00,1124434485.00,0.00,11361421.00,1135795906.00,-41309399.00,96.49
240,111,111,,,,,20,業務費,,,2000,業務費,1162193000.00,0.00,0.00,0.00,-26459695.00,0.00,-26459695.00,1135733305.00,1085173975.00,0.00,11361421.00,1096535396.00,-39197909.00,96.55
240,111,111,,,,,40,獎補助費,,,4000,獎補助費,41372000.00,0.00,0.00,0.00,0.00,0.00,0.00,41372000.00,39260510.00,0.00,0.00,39260510.00,-2111490.00,94.90
240,111,111,,,,1,5202402010-6*,數理科學研究,,,,,289710000.00,0.00,0.00,0.00,26459695.00,0.00,26459695.00,316169695.00,286135873.00,0.00,30033822.00,316169695.00,0.00,100.00
240,111,111,,,,,30,設備及投資,,,3000,設備及投資,289710000.00,0.00,0.00,0.00,26459695.00,0.00,26459695.00,316169695.00,286135873.00,0.00,30033822.00,316169695.00,0.00,100.00
240,111,111,,,,2,5202402020-0,生命科學研究,,,,,1525994000.00,0.00,0.00,0.00,-23902107.00,0.00,-23902107.00,1502091893.00,1474107991.00,0.00,4301964.00,1478409955.00,-23681938.00,98.42
240,111,111,,,,,20,業務費,,,2000,業務費,1461444000.00,0.00,0.00,0.00,-23902107.00,0.00,-23902107.00,1437541893.00,1418398447.00,0.00,4301964.00,1422700411.00,-14841482.00,98.97
240,111,111,,,,,40,獎補助費,,,4000,獎補助費,64550000.00,0.00,0.00,0.00,0.00,0.00,0.00,64550000.00,55709544.00,0.00,0.00,55709544.00,-8840456.00,86.30
240,111,111,,,,2,5202402020-0*,生命科學研究,,,,,256255000.00,0.00,0.00,0.00,23902107.00,0.00,23902107.00,280157107.00,249662690.00,0.00,30494417.00,280157107.00,0.00,100.00
240,111,111,,,,,30,設備及投資,,,3000,設備及投資,256255000.00,0.00,0.00,0.00,23902107.00,0.00,23902107.00,280157107.00,249662690.00,0.00,30494417.00,280157107.00,0.00,100.00
240,111,111,,,,3,5202402030-3,人文及社會科學研究,,,,,711627000.00,0.00,0.00,0.00,-4427996.00,0.00,-4427996.00,707199004.00,675782199.00,0.00,4824453.00,680606652.00,-26592352.00,96.24
240,111,111,,,,,20,業務費,,,2000,業務費,686587000.00,0.00,0.00,0.00,-4427996.00,0.00,-4427996.00,682159004.00,656566298.00,0.00,4824453.00,661390751.00,-20768253.00,96.96
240,111,111,,,,,40,獎補助費,,,4000,獎補助費,25040000.00,0.00,0.00,0.00,0.00,0.00,0.00,25040000.00,19215901.00,0.00,0.00,19215901.00,-5824099.00,76.74
240,111,111,,,,3,5202402030-3*,人文及社會科學研究,,,,,157570000.00,0.00,0.00,0.00,4427996.00,0.00,4427996.00,161997996.00,153856828.00,0.00,8141168.00,161997996.00,0.00,100.00
240,111,111,,,,,30,設備及投資,,,3000,設備及投資,157570000.00,0.00,0.00,0.00,4427996.00,0.00,4427996.00,161997996.00,153856828.00,0.00,8141168.00,161997996.00,0.00,100.00
240,111,111,,,4,,5202404000-3,南部院區,,,,,116045000.00,0.00,0.00,0.00,0.00,0.00,0.00,116045000.00,93142641.00,0.00,2263800.00,95406441.00,-20638559.00,82.22
240,111,111,,,,,20,業務費,,,2000,業務費,115045000.00,0.00,0.00,0.00,0.00,0.00,0.00,115045000.00,92150341.00,0.00,2263800.00,94414141.00,-20630859.00,82.07
240,111,111,,,,,40,獎補助費,,,4000,獎補助費,1000000.00,0.00,0.00,0.00,0.00,0.00,0.00,1000000.00,992300.00,0.00,0.00,992300.00,-7700.00,99.23
240,111,111,,,4,,5202404000-3*,南部院區,,,,,766002000.00,0.00,0.00,0.00,0.00,0.00,0.00,766002000.00,142247170.00,0.00,623143283.00,765390453.00,-611547.00,99.92
240,111,111,,,,,30,設備及投資,,,3000,設備及投資,766002000.00,0.00,0.00,0.00,0.00,0.00,0.00,766002000.00,142247170.00,0.00,623143283.00,765390453.00,-611547.00,99.92
240,111,111,,,5,,5202405000-9,非營業特種基金,,,,,1288395000.00,0.00,0.00,0.00,0.00,0.00,0.00,1288395000.00,1288395000.00,0.00,0.00,1288395000.00,0.00,100.00
240,111,111,,,,1,5202405010-2,科學研究基金,,,,,881710000.00,0.00,0.00,0.00,0.00,0.00,0.00,881710000.00,881710000.00,0.00,0.00,881710000.00,0.00,100.00
240,111,111,,,,,40,獎補助費,,,4000,獎補助費,881710000.00,0.00,0.00,0.00,0.00,0.00,0.00,881710000.00,881710000.00,0.00,0.00,881710000.00,0.00,100.00
240,111,111,,,,1,5202405010-2*,科學研究基金,,,,,406685000.00,0.00,0.00,0.00,0.00,0.00,0.00,406685000.00,406685000.00,0.00,0.00,406685000.00,0.00,100.00
240,111,111,,,,,30,設備及投資,,,3000,設備及投資,406685000.00,0.00,0.00,0.00,0.00,0.00,0.00,406685000.00,406685000.00,0.00,0.00,406685000.00,0.00,100.00
240,111,111,,,6,,5202409000-0,一般建築及設備,,,,,5260000.00,0.00,0.00,0.00,0.00,0.00,0.00,5260000.00,4774725.00,0.00,0.00,4774725.00,-485275.00,90.77
