id,time,款,項,目,節,編號,名稱,本年度預算數,上年度預算數,前年度決算數,本年度與上年度比較,說明
240,108,02040,C,南部院區,南部院區,52020404000,"
南部院區計畫總經費5,545,417千元，分年辦理，105至107年度已編列1,821,014千元，本年度續編第4年經費1,090,450千元，較上年度增列844,436千元。",1090450000,246014000,1486786637,844436000,
240,108,02040,C,非營業特種基金,非營業特種基金,52020405000,,1033403000,1758791000,2412540000,-725388000,
240,108,02040,C,科學研究基金,科學研究基金,52020405010,"
<#H1>本科目上年度法定預算數，配合科目調整，由「主題研究與人才培育」與「國家生技研究園區」科目移入設備及投資等1,758,791千元，合計如列數。

<#H1>本年度預算數1,033,403千元，包括設備及投資248,597千元，獎補助費784,806千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>培育科技菁英計畫13,000千元，與上年度同。

<#H2>研發能量提升計畫296,750千元，較上年度減列156,307千元。

<#H2>科研環境領航計畫324,140千元，較上年度減列309,267千元。

<#H2>國家生技研究園區399,513千元，較上年度減列259,814千元，其中國家生技研究園區計畫總經費22,596,000千元，分年辦理，97至107年度已編列20,441,132千元，本年度續編第12年經費161,164千元，較上年度減列258,163千元。
",1033403000,1758791000,2412540000,-725388000,
240,108,02040,C,一般建築及設備,一般建築及設備,52020409000,,0,3840000,146805824,-3840000,
240,108,02040,C,交通及運輸設備,交通及運輸設備,52020409011,"上年度購置副首長專用車及小客貨兩用車各2輛預算業已編竣，所列3,840千元如數減列。",0,3840000,0,-3840000,
240,108,02040,C,第一預備金,第一預備金,52020409800,仍照上年度預算數編列。,7375000,7375000,0,0,
240,109,,,"合    計","合    計",,,12545999000,12446879000,11851863221,99120000,
240,109,02040,C,總統府主管,總統府主管,00020000000,,12545999000,12446879000,11851863221,99120000,
240,109,02040,C,中央研究院,中央研究院,00020400000,,12545999000,12446879000,11851863221,99120000,
240,109,02040,C,科學支出,科學支出,52020400000,,12545999000,12446879000,11851863221,99120000,
240,109,02040,C,一般行政,一般行政,52020400100,"<#H1>本科目上年度法定預算數270,580千元，配合科目調整，移出6,747千元列入「學術審議及研究獎助」科目，淨計如列數。

<#H1>本年度預算數264,466千元，包括人事費206,515千元，業務費56,623千元，設備及投資896千元，獎補助費432千元。

<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>人員維持費206,515千元，與上年度同。
<#H2>基本行政工作維持費48,229千元，較上年度增列房屋建築養護費等636千元。
<#H2>幼兒園運作維持經費9,722千元，較上年度減列設施機械養護費等3千元。
",264466000,263833000,241639736,633000,
240,109,02040,C,一般學術研究及評議,一般學術研究及評議,52020401000,,5882162000,5647415000,5293727900,234747000,
240,109,02040,C,學術審議及研究獎助,學術審議及研究獎助,52020401020,"<#H1>本科目上年度法定預算數3,319,369千元，配合科目調整，由「一般行政」與「數理科學研究」科目移入48,747千元，淨計如列數。

<#H1>本年度預算數3,583,902千元，包括人事費2,443,502千元，業務費777,147千元，設備及投資260,001千元，獎補助費103,252千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>人員維持費2,511,002千元，較上年度核實增列退休退職給付等經費28,236千元。

<#H2>基本行政工作維持費610,770千元，較上年度增列房屋建築修繕工程及資訊軟硬體設備購置等經費8,488千元。

<#H2>學術發展及交流合作經費94,705千元，較上年度增列學者來台工作報酬及對外之捐助等經費11,265千元。

<#H2>全院性核心設施及新創儀器經費292,614千元，較上年度增列研究耗材及儀器設備購置等經費95,655千元。

<#H2>新增召開第34次院士會議經費74,811千元。

<#H2>上年度籌備第34次院士會議預算業已編竣，所列2,669千元如數減列。

",3583902000,3368116000,3278352205,215786000,
240,109,02040,C,主題研究與人才培育,主題研究與人才培育,52020401023,"<#H1>本年度預算數2,298,260千元，包括業務費1,788,041千元，設備及投資230,064千元，獎補助費280,155千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>人才培育及延攬計畫經費858,870千元，較上年度增列約聘助理人員薪資、勞健保費及儀器設備購置等經費39,611千元。

<#H2>跨領域之開發及研究環境之改善經費1,027,256千元，較上年度減列研究耗材及儀器設備購置等經費17,601千元。

<#H2>跨領域研究計畫經費383,246千元，較上年度減列研究耗材等經費3,002千元。

<#H2>學研合作經費28,888千元，較上年度減列研究耗材等經費47千元。",2298260000,2279299000,2015375695,18961000,
240,109,02040,C,自然及人文社會科學研究,自然及人文社會科學研究,52020402000,,4320095000,4404403000,4308023378,-84308000,
240,109,02040,C,數理科學研究,數理科學研究,52020402010,"<#H1>本科目上年度法定預算數1,676,525千元，配合科目調整，移出42,000千元列入「學術審議及研究獎助」科目，淨計如列數。

<#H1>本年度預算數1,599,727千元，包括業務費1,222,979千元，設備及投資338,784千元，獎補助費37,964千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>數學研究經費60,249千元，較上年度減列臨時人員酬金等1,160千元。

<#H2>物理研究經費210,350千元，較上年度減列儀器設備養護費及資訊軟硬體設備費等9,737千元。

<#H2>化學研究經費128,173千元，較上年度減列機械設備費等2,120千元。

<#H2>地球科學研究經費108,589千元，較上年度增列儀器設備養護費及資訊軟硬體設備費等12,307千元。

<#H2>資訊科學研究經費163,797千元，較上年度減列房屋建築養護費及設施機械養護費等1,594千元。

<#H2>統計科學研究經費120,452千元，較上年度減列房屋建築修繕工程等經費18,586千元。

<#H2>原子與分子科學研究經費177,325千元，較上年度減列消耗品等經費3,606千元。

<#H2>天文及天文物理研究經費325,536千元，較上年度減列資訊軟體設備費等5,235千元。

<#H2>應用科學研究經費118,465千元，較上年度減列物品等經費2,803千元。

<#H2>環境變遷研究經費89,369千元，較上年度減列設施機械養護費等1,487千元。

<#H2>資訊科技創新研究經費97,422千元，較上年度減列國內旅費等777千元。
",1599727000,1634525000,1619895263,-34798000,
240,109,02040,C,生命科學研究,生命科學研究,52020402020,"<#H1>本年度預算數1,815,256千元，包括業務費1,495,887千元，設備及投資257,890千元，獎補助費61,479千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>植物暨微生物學研究經費169,924千元，較上年度減列資訊硬體設備費等2,358千元。

<#H2>細胞與個體生物學研究經費113,734千元，較上年度增列約聘助理人員薪資、勞健保費及資訊軟硬體設備費等1,407千元。

<#H2>生物化學研究經費153,799千元，較上年度減列房屋建築養護費等1,598千元。

<#H2>生物醫學科學研究經費390,167千元，較上年度減列研究耗材及儀器設備費等11,417千元。

<#H2>分子生物研究經費265,192千元，較上年度減列研究耗材經費及機械設備養護費等4,453千元。

<#H2>農業生物科技研究經費131,951千元，較上年度減列研究耗材等經費1,953千元。

<#H2>生命科學圖書館經費35,442千元，較上年度減列房屋建築養護費及機械設備養護費等53千元。

<#H2>臨海研究站經費39,903千元，較上年度減列研究耗材等經費705千元。

<#H2>生物多樣性研究經費107,390千元，較上年度減列研究耗材等經費3,223千元。

<#H2>基因體研究經費316,235千元，較上年度減列房屋建築維護工程等經費5,218千元。

<#H2>南部生物科技研究經費52,591千元，較上年度增列土地租金等187千元。

<#H2>跨領域大樓基本行政工作維持費38,928千元，較上年度減列資訊硬體設備費等164千元。
",1815256000,1844804000,1787399556,-29548000,
240,109,02040,C,人文及社會科學研究,人文及社會科學研究,52020402030,"<#H1>本年度預算數905,112千元，包括業務費729,057千元，設備及投資149,929千元，獎補助費26,126千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>史學及考文研究經費184,004千元，較上年度增列房屋建築修繕工程及儀器設備購置等經費2,411千元。

<#H2>民族學研究經費67,994千元，較上年度減列資訊硬體設備費等1,341千元。

<#H2>近代史研究及史料搜集整編經費82,371千元，較上年度減列資訊硬體設備費等1,408千元。

<#H2>經濟研究經費63,099千元，較上年度減列資訊操作維護費及房屋建築修繕工程等經費1,931千元。

<#H2>歐美研究經費57,077千元，較上年度減列電子資料庫使用費等1,157千元。

<#H2>中國文哲研究經費49,097千元，較上年度減列房屋建築修繕工程等經費7,942千元。

<#H2>台灣史研究經費56,090千元，較上年度減列房屋建築修繕工程等經費3,664千元。

<#H2>社會學研究經費60,733千元，較上年度減列按日按件計資酬金等799千元。

<#H2>語言學研究經費54,050千元，較上年度減列清潔印刷等事務經費902千元。

<#H2>政治學研究經費34,358千元，較上年度減列按日按件計資酬金等470千元。

<#H2>人文社會科學研究經費123,911千元，較上年度減列清潔印刷等事務經費1,399千元。

<#H2>法律學研究經費44,793千元，較上年度減列研究用圖書期刊等經費822千元。

<#H2>人文館基本行政工作維持費27,535千元，較上年度減列雜項設備費等538千元。",905112000,925074000,900728559,-19962000,
240,109,02040,C,南部院區,南部院區,52020404000,"本年度預算數之內容與上年度之比較如下：

<#H1>南部院區計畫總經費5,545,417千元，分年辦理，105至108年度已編列2,911,464千元，本年度續編第5年經費986,961千元，較上年度減列103,489千元。

<#H1>新增南部院區營運管理維護經費59,875千元。

",1046836000,1090450000,246014000,-43614000,
240,109,02040,C,非營業特種基金,非營業特種基金,52020405000,,1022157000,1033403000,1758791000,-11246000,
240,109,02040,C,科學研究基金,科學研究基金,52020405010,"<#H1>本年度預算數1,022,157千元，包括設備及投資93,679千元，獎補助費928,478千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>培育科技菁英計畫12,000千元，較上年度減列1,000千元。

<#H2>研發能量提升計畫469,076千元，較上年度增列172,326千元。

<#H2>科研環境領航計畫290,081千元，較上年度減列34,059千元。

<#H2>國家生技研究園區251,000千元，較上年度減列148,513千元，其中：

<#H3>國家生技研究園區開發計畫預算業已編竣，所列161,164千元如數減列。

<#H3>營運管理維護經費251,000千元，較上年度增列水電費及通訊費等12,651千元。
",1022157000,1033403000,1758791000,-11246000,
240,109,02040,C,一般建築及設備,一般建築及設備,52020409000,,2908000,0,3667207,2908000,
240,109,02040,C,交通及運輸設備,交通及運輸設備,52020409011,新增汰購工作用橡皮艇1輛及公務車輛2輛經費如列數。,2908000,0,3667207,2908000,
240,109,02040,C,第一預備金,第一預備金,52020409800,仍照上年度預算數編列。,7375000,7375000,0,0,
240,110,,,"合    計","合    計",,,12609710000,12545999000,12198871088,63711000,
240,110,02040,C,總統府主管,總統府主管,00020000000,,12609710000,12545999000,12198871088,63711000,
240,110,02040,C,中央研究院,中央研究院,00020400000,,12609710000,12545999000,12198871088,63711000,
240,110,02040,C,科學支出,科學支出,52020400000,,12609710000,12545999000,12198871088,63711000,
240,110,02040,C,一般行政,一般行政,52020400100,"<#H1>本年度預算數262,998千元，包括人事費210,588千元，業務費50,284千元，設備及投資1,694千元，獎補助費432千元。

<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>人員維持費210,588千元，較上年度增列法定編制人員待遇等經費4,073千元。
<#H2>基本行政工作維持費41,600千元，較上年度減列約聘僱助理人員薪資及勞健保費等6,629千元。
<#H2>幼兒園運作維持經費10,810千元，較上年度增列清潔印刷等經費1,088千元。
",262998000,264466000,253365908,-1468000,
240,110,02040,C,一般學術研究及評議,一般學術研究及評議,52020401000,"<#H1>本科目上年度法定預算數5,882,162千元，配合科目調整，由「生命科學研究」科目移入74,239千元，淨計如列數。

<#H1>本年度預算數6,100,657千元，包括人事費2,457,365千元，業務費2,717,496千元，設備及投資539,590千元，獎補助費386,206千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>人員維持費2,526,365千元，較上年度核實增列法定編制人員待遇等經費15,363千元。

<#H2>基本行政工作維持費677,381千元，較上年度增列房屋建築修繕工程及資訊操作維護等經費66,611千元。

<#H2>學術規劃及交流合作經費86,966千元，較上年度減列對外之捐助等經費7,739千元。


















<#H2>人才培育及延攬計畫經費571,764千元，較上年度增列對學生獎助等經費8,394千元。

<#H2>跨領域開發及研究設施之改善經費1,457,358千元，較上年度減列儀器設備購置等經費131,697千元。

<#H2>任務型專案研究計畫經費753,197千元，較上年度增列研究用耗材、約聘助理人員薪資及勞健保費等269,397千元。

<#H2>學研合作經費25,000千元，較上年度減列約聘助理人員薪資及勞健保費等3,888千元。

<#H2>新增籌備第35次院士會議經費2,626千元。

<#H2>上年度召開第34次院士會議預算業已編竣，所列74,811千元如數減列。

",6100657000,5956401000,5446296607,144256000,
240,110,02040,C,自然及人文社會科學研究,自然及人文社會科學研究,52020402000,,4357754000,4193265000,4375355573,164489000,
240,110,02040,C,數理科學研究,數理科學研究,52020402010,"<#H1>本年度預算數1,545,302千元，包括業務費1,177,986千元，設備及投資330,352千元，獎補助費36,964千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>數學研究經費58,935千元，較上年度減列個人電腦汰換等經費1,314千元。

<#H2>物理研究經費204,709千元，較上年度減列約聘僱助理人員薪資及勞健保費等5,641千元。

<#H2>化學研究經費137,843千元，較上年度增列房屋建築修繕工程等經費9,670千元。

<#H2>地球科學研究經費104,646千元，較上年度減列機械設備費等3,943千元。

<#H2>資訊科學研究經費161,690千元，較上年度減列國外專家學者來台酬金等2,107千元。

<#H2>統計科學研究經費89,816千元，較上年度減列房屋建築修繕工程等經費30,636千元。

<#H2>原子與分子科學研究經費173,370千元，較上年度減列研究耗材及房屋建築修繕工程等經費3,955千元。

<#H2>天文及天文物理研究經費314,765千元，較上年度減列國際天文設施合作計畫經費等10,771千元。

<#H2>應用科學研究經費115,819千元，較上年度減列機械設備費等2,646千元。

<#H2>環境變遷研究經費87,527千元，較上年度減列機械設備費1,842千元。

<#H2>資訊科技創新研究經費96,182千元，較上年度減列研究耗材及物品等經費1,240千元。
",1545302000,1599727000,1634663919,-54425000,
240,110,02040,C,生命科學研究,生命科學研究,52020402020,"<#H1>本科目上年度法定預算數1,815,256千元，配合科目調整，移出126,830千元列入「一般學術研究及評議」與「南部院區」科目，淨計如列數。

<#H1>本年度預算數1,908,939千元，包括業務費1,528,711千元，設備及投資317,728千元，獎補助費62,500千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>植物暨微生物學研究經費169,705千元，較上年度減列約聘僱助理人員薪資及勞健保費等219千元。

<#H2>細胞與個體生物學研究經費111,607千元，較上年度減列電費及研究耗材等經費2,127千元。

<#H2>生物化學研究經費168,114千元，較上年度增列房屋建築養護費等14,315千元。

<#H2>生物醫學科學研究經費329,064千元，較上年度增列房屋建築修繕工程等經費13,136千元。

<#H2>分子生物研究經費260,186千元，較上年度減列研究耗材等經費5,006千元。

<#H2>農業生物科技研究經費129,458千元，較上年度減列約聘僱助理人員薪資及勞健保費等2,493千元。

<#H2>生命科學圖書館經費35,329千元，較上年度減列清潔印刷等經費113千元。

<#H2>臨海研究站經費38,956千元，較上年度減列約聘僱助理人員薪資及勞健保費等947千元。

<#H2>生物多樣性研究經費107,566千元，較上年度增列清潔印刷等經費176千元。

<#H2>基因體研究經費301,871千元，較上年度減列機械設備費等14,364千元。


<#H2>跨領域大樓基本行政工作維持費38,732千元，較上年度減列清潔印刷等經費196千元。

<#H2>新增生醫轉譯研究經費218,351千元。",1908939000,1688426000,1834583696,220513000,
240,110,02040,C,人文及社會科學研究,人文及社會科學研究,52020402030,"<#H1>本年度預算數903,513千元，包括業務費706,674千元，設備及投資171,177千元，獎補助費25,662千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>史學及考文研究經費181,794千元，較上年度減列清潔印刷等經費2,210千元。

<#H2>民族學研究經費67,741千元，較上年度減列國內旅費等253千元。

<#H2>近代史研究及史料搜集整編經費80,327千元，較上年度減列清潔印刷費及國外專家學者來台酬金等2,044千元。

<#H2>經濟研究經費62,381千元，較上年度減列約聘僱助理人員薪資及勞健保費等718千元。

<#H2>歐美研究經費55,775千元，較上年度減列約聘僱助理人員薪資及勞健保費等1,302千元。

<#H2>中國文哲研究經費49,727千元，較上年度增列機械設備費等630千元。

<#H2>台灣史研究經費55,124千元，較上年度減列約聘僱助理人員薪資及勞健保費等966千元。

<#H2>社會學研究經費59,707千元，較上年度減列約聘僱助理人員薪資及勞健保費等1,026千元。

<#H2>語言學研究經費53,028千元，較上年度減列約聘僱助理人員薪資及勞健保費等1,022千元。

<#H2>政治學研究經費37,479千元，較上年度增列辦公室建築及儀器設備養護費等3,121千元。

<#H2>人文社會科學研究經費121,753千元，較上年度減列專家學者出席費等2,158千元。

<#H2>法律學研究經費52,030千元，較上年度增列雜項設備費等7,237千元。

<#H2>人文館基本行政工作維持費26,647千元，較上年度減列清潔印刷等經費888千元。
",903513000,905112000,906107958,-1599000,
240,110,02040,C,南部院區,南部院區,52020404000,"<#H1>本科目上年度法定預算數1,046,836千元，配合科目調整，由「生命科學研究」科目移入52,591千元，淨計如列數。

<#H1>本年度預算數827,760千元，包括業務費106,282千元，設備及投資719,478千元，獎補助費2,000千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>南部院區計畫總經費5,545,417千元，分年辦理，105至109年度已編列3,898,425千元，本年度續編第6年經費685,636千元，較上年度減列301,325千元。

<#H2>南部院區行政營運經費55,538千元，較上年度減列雜項設備等經費4,337千元。

<#H2>生命組-農業生技82,076千元，較上年度增列儀器設備及電費等29,485千元。

<#H2>新增數理組-循環永續/量子科技經費4,510千元。
",827760000,1099427000,1090450000,-271667000,
240,110,02040,C,非營業特種基金,非營業特種基金,52020405000,,1051286000,1022157000,1033403000,29129000,
240,110,02040,C,科學研究基金,科學研究基金,52020405010,"<#H1>本年度預算數1,051,286千元，包括設備及投資40,407千元，獎補助費1,010,879千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>培育科技菁英計畫8,800千元，較上年度減列3,200千元。

<#H2>研發能量提升計畫492,928千元，較上年度增列23,852千元。

<#H2>科研環境領航計畫313,735千元，較上年度增列23,654千元。

<#H2>國家生技研究園區235,823千元，較上年度減列15,177千元。
",1051286000,1022157000,1033403000,29129000,
240,110,02040,C,一般建築及設備,一般建築及設備,52020409000,,1880000,2908000,0,-1028000,
240,110,02040,C,交通及運輸設備,交通及運輸設備,52020409011,"<#H1>新增購置公務車輛2輛及電動機車4輛經費如列數。

<#H1>上年度汰購工作用橡皮艇1輛及公務車輛2輛預算業已編竣，所列2,908千元如數減列。

",1880000,2908000,0,-1028000,
240,110,02040,C,第一預備金,第一預備金,52020409800,仍照上年度預算數編列。,7375000,7375000,0,0,
240,111,,,"合    計","合    計",,,12924763000,12609710000,12012729725,315053000,
240,111,02040,C,總統府主管,總統府主管,00020000000,,12924763000,12609710000,12012729725,315053000,
240,111,02040,C,中央研究院,中央研究院,00020400000,,12924763000,12609710000,12012729725,315053000,
240,111,02040,C,科學支出,科學支出,52020400000,,12924763000,12609710000,12012729725,315053000,
240,111,02040,C,一般行政,一般行政,52020400100,"<#H1>本科目上年度法定預算數262,998千元，配合科目調整，移出500千元列入「學術研究與人才培育」科目，淨計如列數。

<#H1>本年度預算數261,946千元，包括人事費212,743千元，業務費47,237千元，設備及投資1,534千元，獎補助費432千元。

<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>人員維持費212,743千元，較上年度增列副院長由兼任改為專任之本薪及專業加給、退撫基金提撥等經費2,155千元。
<#H2>基本行政工作維持費38,393千元，較上年度減列清潔印刷及設施養護等經費2,707千元。
<#H2>幼兒園運作維持經費10,810千元，與上年度同。",261946000,262498000,244936066,-552000,
240,111,02040,C,一般學術研究及評議,一般學術研究及評議,52020401000,,6335019000,6164318000,5570818116,170701000,
240,111,02040,C,人力資源,人力資源,52020401010,"<#H1>本年度預算數2,565,327千元，包括人事費2,500,327千元，獎補助費65,000千元。

<#H1>本年度預算數2,565,327千元，係研究人員待遇等經費，較上年度增列38,962千元。
",2565327000,2526365000,2424364130,38962000,
240,111,02040,C,學術研究與人才培育,學術研究與人才培育,52020401020,"<#H1>本科目上年度法定預算數3,574,292千元，配合科目調整，由「一般行政」與「生命科學研究」科目移入63,661千元，淨計如列數。

<#H1>本年度預算數3,769,692千元，包括業務費2,763,727千元，設備及投資697,067千元，獎補助費308,898千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>基本行政工作維持費843,902千元，較上年度增列房屋建築養護費及機械設備費等47,790千元。

<#H2>學術規劃及交流合作經費73,297千元，較上年度減列國外專家學者來台工作報酬等經費8,069千元。

<#H2>籌開第35次院士會議經費2,658千元，較上年度增列國內旅費等經費32千元。



<#H2>人才培育及延攬計畫經費533,408千元，較上年度減列清潔印刷及約聘助理人員薪資等經費18,159千元。

<#H2>跨領域開發及研究設施之改善經費1,579,059千元，較上年度增列儀器設備購置及約聘助理人員薪資等經費145,846千元。

<#H2>任務型專案研究計畫經費712,394千元，較上年度減列約聘助理人員薪資及儀器設備購置等經費35,675千元。

<#H2>學研合作經費24,974千元，較上年度減列約聘助理人員薪資等經費26千元。

",3769692000,3637953000,3146453986,131739000,
240,111,02040,C,自然及人文社會科學研究,自然及人文社會科學研究,52020402000,,4144721000,4294593000,4080705092,-149872000,
240,111,02040,C,數理科學研究,數理科學研究,52020402010,"<#H1>本科目上年度法定預算數1,545,302千元，配合科目調整，由「生命科學研究」科目移入8,082千元，淨計如列數。

<#H1>本年度預算數1,493,275千元，包括業務費1,162,193千元，設備及投資289,710千元，獎補助費41,372千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>數學研究經費57,737千元，較上年度減列國外專家學者來台工作報酬等經費1,198千元。

<#H2>物理研究經費190,305千元，較上年度減列資訊硬體設備費等14,470千元。

<#H2>化學研究經費122,014千元，較上年度減列房屋建築修繕工程等經費15,829千元。

<#H2>地球科學研究經費87,753千元，較上年度減列雜項設備費等16,943千元。

<#H2>資訊科學研究經費159,889千元，較上年度減列清潔印刷等經費1,801千元。

<#H2>統計科學研究經費88,344千元，較上年度減列資訊硬體設備費1,320千元。

<#H2>原子與分子科學研究經費170,147千元，較上年度減列國外專家學者來台工作報酬等經費3,223千元。

<#H2>天文及天文物理研究經費305,230千元，較上年度減列機械設備費等9,535千元。

<#H2>應用科學研究經費131,584千元，較上年度增列研究耗材購置等經費7,647千元。

<#H2>環境變遷研究經費85,172千元，較上年度減列機械設備費等2,355千元。

<#H2>資訊科技創新研究經費95,100千元，較上年度減列資訊操作維護等經費1,082千元。",1493275000,1553384000,1562673071,-60109000,
240,111,02040,C,生命科學研究,生命科學研究,52020402020,"<#H1>本科目上年度法定預算數1,908,939千元，配合科目調整，移出71,243千元列入「學術研究與人才培育」與「數理科學研究」科目，淨計如列數。

<#H1>本年度預算數1,782,249千元，包括業務費1,461,444千元，設備及投資256,255千元，獎補助費64,550千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>植物暨微生物學研究經費171,279千元，較上年度增列機械設備費等1,574千元。

<#H2>細胞與個體生物學研究經費113,012千元，較上年度增列研究耗材購置等經費1,405千元。

<#H2>生物化學研究經費155,803千元，較上年度減列房屋建築養護費等12,311千元。

<#H2>生物醫學科學研究經費311,160千元，較上年度減列研究耗材購置等經費17,904千元。

<#H2>分子生物研究經費258,501千元，較上年度減列機械設備費等1,685千元。

<#H2>農業生物科技研究經費128,333千元，較上年度減列資訊硬體設備購置等經費975千元。

<#H2>生命科學圖書館經費35,244千元，較上年度減列房屋建築養護等經費85千元。

<#H2>臨海研究站經費38,541千元，較上年度減列清潔印刷等經費415千元。

<#H2>生物多樣性研究經費119,139千元，較上年度增列約聘僱助理人員薪資及資訊硬體設備購置等經費2,376千元。

<#H2>基因體研究經費277,507千元，較上年度減列機械設備購置及儀器設備養護等經費24,364千元。

<#H2>生醫轉譯研究經費153,062千元，較上年度減列約聘僱助理人員薪資等經費2,723千元。

<#H2>跨領域大樓基本行政工作維持費20,668千元，較上年度減列電費等340千元。
",1782249000,1837696000,1674539923,-55447000,
240,111,02040,C,人文及社會科學研究,人文及社會科學研究,52020402030,"<#H1>本年度預算數869,197千元，包括業務費686,587千元，設備及投資157,570千元，獎補助費25,040千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>史學及考文研究經費173,324千元，較上年度減列房屋建築修繕工程等經費8,470千元。

<#H2>民族學研究經費68,824千元，較上年度減列清潔印刷及國外旅費等經費1,249千元。

<#H2>近代史研究及史料搜集整編經費78,578千元，較上年度減列清潔印刷等經費1,749千元。

<#H2>經濟研究經費61,028千元，較上年度減列清潔印刷及對學生之獎助等經費1,353千元。

<#H2>歐美研究經費54,665千元，較上年度減列圖書期刊購置及事務機具租金等經費1,110千元。

<#H2>中國文哲研究經費46,826千元，較上年度減列機械設備費等2,901千元。

<#H2>台灣史研究經費54,348千元，較上年度減列國內旅費及電費等776千元。

<#H2>社會學研究經費58,874千元，較上年度減列約聘助理人員薪資等經費833千元。

<#H2>語言學研究經費52,268千元，較上年度減列約聘助理人員薪資等經費760千元。

<#H2>政治學研究經費33,099千元，較上年度減列設施及機械設備養護費等4,380千元。

<#H2>人文社會科學研究經費117,810千元，較上年度減列清潔印刷等經費1,611千元。

<#H2>法律學研究經費43,275千元，較上年度減列雜項設備費等8,755千元。

<#H2>人文館基本行政工作維持費26,278千元，較上年度減列清潔印刷及設施養護等經費369千元。
",869197000,903513000,843492098,-34316000,
240,111,02040,C,南部院區,南部院區,52020404000,"<#H1>本年度預算數882,047千元，包括業務費115,045千元，設備及投資766,002千元，獎補助費1,000千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>南部院區綜合規劃計畫總經費5,545,417千元，分年辦理，105至110年度已編列4,584,061千元，111年度續編經費724,200千元，較上年度增列38,564千元。

<#H2>南部院區維運經費85,855千元，較上年度增列資訊硬體設備購置及房屋建築裝修工程等經費30,317千元。

<#H2>農業生技經費67,416千元，較上年度減列儀器設備等經費14,660千元。

<#H2>量子科技/循環永續經費4,576千元，較上年度增列約聘僱助理人員薪資等經費66千元。
",882047000,827760000,1091270451,54287000,
240,111,02040,C,非營業特種基金,非營業特種基金,52020405000,,1288395000,1051286000,1022157000,237109000,
240,111,02040,C,科學研究基金,科學研究基金,52020405010,"<#H1>本年度預算數1,288,395千元，包括設備及投資406,685千元，獎補助費881,710千元。

<#H1>本年度預算數之內容與上年度之比較如下：

<#H2>培育科技菁英計畫2,000千元，較上年度減列6,800千元。

<#H2>研發能量提升計畫387,660千元，較上年度減列105,268千元。

<#H2>科研環境領航計畫607,735千元，較上年度增列294,000千元。

<#H2>國家生技研究園區291,000千元，較上年度增列55,177千元。
",1288395000,1051286000,1022157000,237109000,
240,111,02040,C,一般建築及設備,一般建築及設備,52020409000,,5260000,1880000,2843000,3380000,
240,111,02040,C,交通及運輸設備,交通及運輸設備,52020409011,"本年度預算數之內容與上年度之比較如下：

<#H1>新增汰購首長座車1輛及公務車輛4輛經費5,260千元。

<#H1>上年度汰購公務車輛2輛及電動機車4輛預算業已編竣，所列1,880千元如數減列。


",5260000,1880000,2843000,3380000,
240,111,02040,C,第一預備金,第一預備金,52020409800,仍照上年度預算數編列。,7375000,7375000,0,0,
240,112,,,"合    計","合    計",,,13238032000,12924763000,12055760910,313269000,
240,112,02040,C,總統府主管,總統府主管,00020000000,,13238032000,12924763000,12055760910,313269000,
240,112,02040,C,中央研究院,中央研究院,00020400000,,13238032000,12924763000,12055760910,313269000,
240,112,02040,C,科學支出,科學支出,52020400000,,13238032000,12924763000,12055760910,313269000,
240,112,02040,C,一般行政,一般行政,52020400100,"<#H1>本年度預算數272,689千元，包括人事費221,724千元，業務費48,727千元，設備及投資1,806千元，獎補助費432千元。

<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>人員維持費221,724千元，較上年度伸算增列調整待遇等經費8,981千元。
<#H2>基本行政工作維持費39,495千元，較上年度增列約聘助理人員薪資等經費1,102千元。
<#H2>幼兒園運作維持經費11,470千元，較上年度增列約聘助理人員薪資等經費660千元。
",272689000,261946000,252265475,10743000,
240,112,02040,C,一般學術研究及評議,一般學術研究及評議,52020401000,,6275618000,6335019000,5710475191,-59401000,
240,112,02040,C,人力資源,人力資源,52020401010,"<#H1>本年度預算數2,640,401千元，包括人事費2,580,401千元，獎補助費60,000千元。

<#H1>本年度預算數2,640,401千元，係研究人員待遇等經費，較上年度增列75,074千元。
",2640401000,2565327000,2470597459,75074000,
