id,time,款,項,目,節,名稱,編號,本年度預算數,上年度預算數,前年度決算數,本年度與上年度比較,說明,blevel,ordinaryid
240,110,,,,,"合         計",,150249.000000,150312.000000,168529.000000,-63.000000,,9,1
240,110,2,,,,罰款及賠償收入,04000000000,5000.000000,5000.000000,1912.000000,0.000000,,1,
240,110,,04,,,中央研究院,04020400000,5000.000000,5000.000000,1912.000000,0.000000,,2,
240,110,,,01,,賠償收入,04020400300,5000.000000,5000.000000,1912.000000,0.000000,,3,
240,110,,,,01,一般賠償收入,04020400301,5000.000000,5000.000000,1912.000000,0.000000,"本年度預算數係圖書借閱逾期及
廠商違約逾期交貨等賠償收入。",04020400301xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,110,4,,,,財產收入,07000000000,4333.000000,4730.000000,4245.000000,-397.000000,,1,
240,110,,05,,,中央研究院,07020400000,4333.000000,4730.000000,4245.000000,-397.000000,,2,
240,110,,,01,,財產孳息,07020400100,3333.000000,3230.000000,1281.000000,103.000000,,3,
240,110,,,,01,利息收入,07020400101,0.000000,0.000000,1.000000,0.000000,"前年度決算數係薪資劃撥帳戶及
學術發展捐助款專戶存款利息收
入。",07020400101xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,110,,,,02,租金收入,07020400103,3333.000000,3230.000000,1280.000000,103.000000,"本年度預算數係員工消費合作社
、郵局、中華電信行動電話基地
台、便利超商及學術活動中心餐
廳場地等租金收入。",07020400103xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,110,,,02,,廢舊物資售價,07020400500,1000.000000,1500.000000,2964.000000,-500.000000,"本年度預算數係出售報廢財產等
收入。",07020400500xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,3,
240,110,7,,,,其他收入,12000000000,140916.000000,140582.000000,162372.000000,334.000000,,1,
240,110,,05,,,中央研究院,12020400000,140916.000000,140582.000000,162372.000000,334.000000,,2,
240,110,,,01,,雜項收入,12020400200,140916.000000,140582.000000,162372.000000,334.000000,,3,
240,110,,,,01,收回以前年度歲出,12020400201,2000.000000,2000.000000,2066.000000,0.000000,"本年度預算數係收回員工薪資及
以前年度計畫賸餘款等繳庫數。",12020400201xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,110,,,,02,其他雜項收入,12020400210,138916.000000,138582.000000,160306.000000,334.000000,"本年度預算數係出售書刊、宿舍
使用費、活動中心會議室出借及
公用儀器設施使用等收入。",12020400210xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,111,,,,,"合         計",,146610.000000,150249.000000,145275.000000,-3639.000000,,9,1
240,111,2,,,,罰款及賠償收入,04000000000,5000.000000,5000.000000,5443.000000,0.000000,,1,
240,111,,04,,,中央研究院,04020400000,5000.000000,5000.000000,5443.000000,0.000000,,2,
240,111,,,01,,賠償收入,04020400300,5000.000000,5000.000000,5443.000000,0.000000,,3,
240,111,,,,01,一般賠償收入,04020400301,5000.000000,5000.000000,5443.000000,0.000000,"本年度預算數係圖書借閱逾期及
廠商違約逾期交貨等賠償收入。",04020400301xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,111,4,,,,財產收入,07000000000,4803.000000,4333.000000,4157.000000,470.000000,,1,
240,111,,05,,,中央研究院,07020400000,4803.000000,4333.000000,4157.000000,470.000000,,2,
240,111,,,01,,財產孳息,07020400100,3803.000000,3333.000000,1985.000000,470.000000,,3,
240,111,,,,01,租金收入,07020400103,3803.000000,3333.000000,1985.000000,470.000000,"本年度預算數係員工消費合作社
、郵局、中華電信行動電話基地
台、便利超商及學術活動中心餐
廳、托嬰中心場地等租金收入。",07020400103xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,111,,,02,,廢舊物資售價,07020400500,1000.000000,1000.000000,2172.000000,0.000000,"本年度預算數係出售報廢財產等
收入。",07020400500xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,3,
240,111,7,,,,其他收入,12000000000,136807.000000,140916.000000,135676.000000,-4109.000000,,1,
240,111,,05,,,中央研究院,12020400000,136807.000000,140916.000000,135676.000000,-4109.000000,,2,
240,111,,,01,,雜項收入,12020400200,136807.000000,140916.000000,135676.000000,-4109.000000,,3,
240,111,,,,01,收回以前年度歲出,12020400201,2000.000000,2000.000000,11512.000000,0.000000,"本年度預算數係收回員工薪資及
以前年度計畫賸餘款等繳庫數。",12020400201xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,111,,,,02,其他雜項收入,12020400210,134807.000000,138916.000000,124164.000000,-4109.000000,"本年度預算數係出售書刊、宿舍
使用費、活動中心會議室出借及
公用儀器設施使用等收入。",12020400210xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,112,,,,,"合         計",,149671.000000,146610.000000,123594.000000,3061.000000,,9,1
240,112,2,,,,罰款及賠償收入,04000000000,5000.000000,5000.000000,1040.000000,0.000000,,1,
240,112,,04,,,中央研究院,04020400000,5000.000000,5000.000000,1040.000000,0.000000,,2,
240,112,,,01,,賠償收入,04020400300,5000.000000,5000.000000,1040.000000,0.000000,,3,
240,112,,,,01,一般賠償收入,04020400301,5000.000000,5000.000000,1040.000000,0.000000,"本年度預算數係圖書借閱逾期及
廠商違約逾期交貨等賠償收入。",04020400301xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,112,4,,,,財產收入,07000000000,5234.000000,4803.000000,6196.000000,431.000000,,1,
240,112,,05,,,中央研究院,07020400000,5234.000000,4803.000000,6196.000000,431.000000,,2,
240,112,,,01,,財產孳息,07020400100,4234.000000,3803.000000,2487.000000,431.000000,,3,
240,112,,,,01,租金收入,07020400103,4234.000000,3803.000000,2487.000000,431.000000,"本年度預算數係員工消費合作社
、郵局、基地台、土地銀行、院
友會、便利超商、學術活動中心
餐廳、托嬰中心、Ubike場地使
用、太陽能光電設備回饋金等租
金收入。",07020400103xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,112,,,02,,廢舊物資售價,07020400500,1000.000000,1000.000000,3709.000000,0.000000,"本年度預算數係出售報廢財產等
收入。",07020400500xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,3,
240,112,7,,,,其他收入,12000000000,139437.000000,136807.000000,116358.000000,2630.000000,,1,
240,112,,05,,,中央研究院,12020400000,139437.000000,136807.000000,116358.000000,2630.000000,,2,
240,112,,,01,,雜項收入,12020400200,139437.000000,136807.000000,116358.000000,2630.000000,,3,
240,112,,,,01,收回以前年度歲出,12020400201,2000.000000,2000.000000,3990.000000,0.000000,"本年度預算數係收回員工薪資及
以前年度計畫賸餘款等繳庫數。",12020400201xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,112,,,,02,其他雜項收入,12020400210,137437.000000,134807.000000,112368.000000,2630.000000,"本年度預算數係出售書刊、宿舍
使用費、活動中心會議室出借及
公用儀器設施使用等收入。",12020400210xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,113,,,,,合計,147901,149671,130407,-1770,
240,113,2,,,,0400000000,罰款及賠償收入,5000,5000,8353,,
240,113,,4,,,0402400000,中央研究院,5000,5000,8353,,
240,113,,,1,,0402400300,賠償收入,5000,5000,8353,,
240,113,,,,1,0402400301,一般賠償收入,5000,5000,8353,,本年度預算數係圖書借閱逾期及廠商違約等賠償收入。
240,113,4,,,,0700000000,財產收入,4934,5234,7456,-300,
240,113,,5,,,0702400000,中央研究院,4934,5234,7456,-300,
240,113,,,1,,0702400100,財產孳息,4234,4234,2645,,
240,113,,,,1,0702400101,利息收入,,,1,,前年度決算數係專戶存款之利息收入。
240,113,,,,2,0702400103,租金收入,4234,4234,2644,,本年度預算數係員工消費合作社、郵局、基地台、土地銀行、院友會、便利超商、學術活動中心餐廳、托嬰中心、Ubike場地使用、太陽能光電設備回饋金等租金收入。
240,113,,,2,,0702400500,廢舊物資售價,700,1000,4811,-300,本年度預算數係出售報廢財產等收入。
240,113,7,,,,1200000000,其他收入,137967,139437,114599,-1470,
240,113,,5,,,1202400000,中央研究院,137967,139437,114599,-1470,
240,113,,,1,,1202400200,雜項收入,137967,139437,114599,-1470,
240,113,,,,1,1202400201,收回以前年度歲出,2000,2000,2873,,本年度預算數係收回員工薪資及以前年度計畫賸餘款等繳庫數。
240,113,,,,2,1202400210,其他雜項收入,135967,137437,111726,-1470,本年度預算數係出售書刊、宿舍使用費、活動中心會議室出借及公用儀器設施使用等收入。
240,105,,,,,"合         計",,127293.000000,126075.000000,141728.000000,1218.000000,,9,1
240,105,2,,,,罰款及賠償收入,04000000000,5000.000000,5000.000000,6287.000000,0.000000,,1,
240,105,,03,,,中央研究院,04020400000,5000.000000,5000.000000,6287.000000,0.000000,,2,
240,105,,,01,,賠償收入,04020400300,5000.000000,5000.000000,6287.000000,0.000000,,3,
240,105,,,,01,一般賠償收入,04020400301,5000.000000,5000.000000,6287.000000,0.000000,"本年度預算數係圖書借閱逾期及
廠商違約逾期交貨等賠償收入。",04020400301xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,105,3,,,,規費收入,05000000000,7000.000000,5790.000000,7067.000000,1210.000000,,1,
240,105,,05,,,中央研究院,05020400000,7000.000000,5790.000000,7067.000000,1210.000000,,2,
240,105,,,01,,使用規費收入,05020400300,7000.000000,5790.000000,7067.000000,1210.000000,,3,
240,105,,,,01,場地設施使用費,05020400312,7000.000000,5790.000000,7067.000000,1210.000000,"本年度預算數係公用儀器設施使
用收入，全數撥充作為公用儀器
設施維運之用。",05020400312xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,105,4,,,,財產收入,07000000000,4438.000000,4430.000000,4417.000000,8.000000,,1,
240,105,,05,,,中央研究院,07020400000,4438.000000,4430.000000,4417.000000,8.000000,,2,
240,105,,,01,,財產孳息,07020400100,1438.000000,1430.000000,1981.000000,8.000000,,3,
240,105,,,,01,利息收入,07020400101,0.000000,0.000000,5.000000,0.000000,"前年度決算數係學術發展捐助款
專戶存款利息收入。",07020400101xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,105,,,,02,租金收入,07020400106,1438.000000,1430.000000,1976.000000,8.000000,"本年度預算數係員工消費合作社
、郵局、中華電信行動電話基地
台、便利超商等場地租金收入。",07020400106xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,105,,,02,,廢舊物資售價,07020400600,3000.000000,3000.000000,2437.000000,0.000000,"本年度預算數係出售報廢財產等
收入。",07020400600xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,3,
240,105,7,,,,其他收入,11000000000,110855.000000,110855.000000,123956.000000,0.000000,,1,
240,105,,05,,,中央研究院,11020400000,110855.000000,110855.000000,123956.000000,0.000000,,2,
240,105,,,01,,雜項收入,11020400900,110855.000000,110855.000000,123956.000000,0.000000,,3,
240,105,,,,01,收回以前年度歲出,11020400901,2500.000000,2500.000000,3938.000000,0.000000,"本年度預算數係收回離職員工薪
資、購置書籍及儀器設備賸餘款
等繳庫數。",11020400901xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,105,,,,02,其他雜項收入,11020400909,108355.000000,108355.000000,120018.000000,0.000000,"本年度預算數係出售書刊、宿舍
使用費、活動中心會議室出借等
收入。",11020400909xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,106,,,,,"合         計",,134373.000000,127293.000000,154992.000000,7080.000000,,9,1
240,106,2,,,,罰款及賠償收入,04000000000,5500.000000,5000.000000,3780.000000,500.000000,,1,
240,106,,04,,,中央研究院,04020400000,5500.000000,5000.000000,3780.000000,500.000000,,2,
240,106,,,01,,賠償收入,04020400300,5500.000000,5000.000000,3780.000000,500.000000,,3,
240,106,,,,01,一般賠償收入,04020400301,5500.000000,5000.000000,3780.000000,500.000000,"本年度預算數係圖書借閱逾期及
廠商違約逾期交貨等賠償收入。",04020400301xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,106,3,,,,規費收入,05000000000,10000.000000,7000.000000,14774.000000,3000.000000,,1,
240,106,,04,,,中央研究院,05020400000,10000.000000,7000.000000,14774.000000,3000.000000,,2,
240,106,,,01,,使用規費收入,05020400300,10000.000000,7000.000000,14774.000000,3000.000000,,3,
240,106,,,,01,場地設施使用費,05020400312,10000.000000,7000.000000,14774.000000,3000.000000,"本年度預算數係公用儀器設施使
用收入，全數撥充作為公用儀器
設施維運之用。",05020400312xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,106,4,,,,財產收入,07000000000,5079.000000,4438.000000,3788.000000,641.000000,,1,
240,106,,05,,,中央研究院,07020400000,5079.000000,4438.000000,3788.000000,641.000000,,2,
240,106,,,01,,財產孳息,07020400100,2079.000000,1438.000000,1914.000000,641.000000,,3,
240,106,,,,01,利息收入,07020400101,0.000000,0.000000,2.000000,0.000000,"前年度決算數係學術發展捐助款
專戶存款利息收入。",07020400101xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,106,,,,02,租金收入,07020400106,2079.000000,1438.000000,1912.000000,641.000000,"本年度預算數係員工消費合作社
、郵局、中華電信行動電話基地
台、唐獎基金會辦公室及便利超
商等場地租金收入。",07020400106xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,106,,,02,,廢舊物資售價,07020400600,3000.000000,3000.000000,1874.000000,0.000000,"本年度預算數係出售報廢財產等
收入。",07020400600xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,3,
240,106,7,,,,其他收入,11000000000,113794.000000,110855.000000,132649.000000,2939.000000,,1,
240,106,,05,,,中央研究院,11020400000,113794.000000,110855.000000,132649.000000,2939.000000,,2,
240,106,,,01,,雜項收入,11020400900,113794.000000,110855.000000,132649.000000,2939.000000,,3,
240,106,,,,01,收回以前年度歲出,11020400901,3000.000000,2500.000000,5082.000000,500.000000,"本年度預算數係收回離職員工薪
資、購置書籍及儀器設備賸餘款
等繳庫數。",11020400901xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,106,,,,02,其他雜項收入,11020400909,110794.000000,108355.000000,127567.000000,2439.000000,"本年度預算數係出售書刊、宿舍
使用費、活動中心會議室出借等
收入。",11020400909xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,107,,,,,"合         計",,138154.000000,143394.000000,170413.000000,-5240.000000,,9,1
240,107,2,,,,罰款及賠償收入,04000000000,5500.000000,5500.000000,26351.000000,0.000000,,1,
240,107,,04,,,中央研究院,04020400000,5500.000000,5500.000000,26351.000000,0.000000,,2,
240,107,,,01,,賠償收入,04020400300,5500.000000,5500.000000,26351.000000,0.000000,,3,
240,107,,,,01,一般賠償收入,04020400301,5500.000000,5500.000000,26351.000000,0.000000,"本年度預算數係圖書借閱逾期及
廠商違約逾期交貨等賠償收入。",04020400301xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,107,3,,,,規費收入,05000000000,14000.000000,13100.000000,14777.000000,900.000000,,1,
240,107,,04,,,中央研究院,05020400000,14000.000000,13100.000000,14777.000000,900.000000,,2,
240,107,,,01,,使用規費收入,05020400300,14000.000000,13100.000000,14777.000000,900.000000,,3,
240,107,,,,01,場地設施使用費,05020400312,14000.000000,13100.000000,14777.000000,900.000000,"本年度預算數係公用儀器設施使
用收入，全數撥充作為公用儀器
設施維運之用。",05020400312xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,107,4,,,,財產收入,07000000000,2332.000000,6000.000000,3075.000000,-3668.000000,,1,
240,107,,05,,,中央研究院,07020400000,2332.000000,6000.000000,3075.000000,-3668.000000,,2,
240,107,,,01,,財產孳息,07020400100,1532.000000,3000.000000,2227.000000,-1468.000000,,3,
240,107,,,,01,利息收入,07020400101,0.000000,0.000000,1.000000,0.000000,"前年度決算數係學術發展捐助款
專戶存款利息收入。",07020400101xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,107,,,,02,租金收入,07020400106,1532.000000,3000.000000,2226.000000,-1468.000000,"本年度預算數係員工消費合作社
、郵局、中華電信行動電話基地
台及便利超商等場地租金收入。",07020400106xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,107,,,02,,廢舊物資售價,07020400600,800.000000,3000.000000,848.000000,-2200.000000,"本年度預算數係出售報廢財產等
收入。",07020400600xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,3,
240,107,7,,,,其他收入,11000000000,116322.000000,118794.000000,126210.000000,-2472.000000,,1,
240,107,,05,,,中央研究院,11020400000,116322.000000,118794.000000,126210.000000,-2472.000000,,2,
240,107,,,01,,雜項收入,11020400900,116322.000000,118794.000000,126210.000000,-2472.000000,,3,
240,107,,,,01,收回以前年度歲出,11020400901,3000.000000,3000.000000,2313.000000,0.000000,"本年度預算數係收回員工薪資及
以前年度計畫賸餘款等繳庫數。",11020400901xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,107,,,,02,其他雜項收入,11020400909,113322.000000,115794.000000,123897.000000,-2472.000000,"本年度預算數係出售書刊、宿舍
使用費及活動中心會議室出借等
收入。",11020400909xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,108,,,,,"合         計",,138701.000000,140354.000000,153115.000000,-1653.000000,,9,1
240,108,2,,,,罰款及賠償收入,04000000000,5000.000000,6500.000000,13409.000000,-1500.000000,,1,
240,108,,04,,,中央研究院,04020400000,5000.000000,6500.000000,13409.000000,-1500.000000,,2,
240,108,,,01,,賠償收入,04020400300,5000.000000,6500.000000,13409.000000,-1500.000000,,3,
240,108,,,,01,一般賠償收入,04020400301,5000.000000,6500.000000,13409.000000,-1500.000000,"本年度預算數係圖書借閱逾期及
廠商違約逾期交貨等賠償收入。",04020400301xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,108,3,,,,規費收入,05000000000,0.000000,14000.000000,19271.000000,-14000.000000,,1,
240,108,,05,,,中央研究院,05020400000,0.000000,14000.000000,19271.000000,-14000.000000,,2,
240,108,,,01,,使用規費收入,05020400300,0.000000,14000.000000,19271.000000,-14000.000000,,3,
240,108,,,,01,場地設施使用費,05020400312,0.000000,14000.000000,19271.000000,-14000.000000,"上年度預算數係公用儀器設施使
用收入。",05020400312xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,108,4,,,,財產收入,07000000000,2951.000000,3032.000000,3411.000000,-81.000000,,1,
240,108,,05,,,中央研究院,07020400000,2951.000000,3032.000000,3411.000000,-81.000000,,2,
240,108,,,01,,財產孳息,07020400100,1451.000000,1532.000000,1516.000000,-81.000000,,3,
240,108,,,,01,利息收入,07020400101,0.000000,0.000000,1.000000,0.000000,"前年度決算數係學術發展捐助款
專戶存款利息收入。",07020400101xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,108,,,,02,租金收入,07020400106,1451.000000,1532.000000,1516.000000,-81.000000,"本年度預算數係員工消費合作社
、郵局、中華電信行動電話基地
台及便利超商等場地租金收入。",07020400106xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,108,,,02,,廢舊物資售價,07020400600,1500.000000,1500.000000,1895.000000,0.000000,"本年度預算數係出售報廢財產等
收入。",07020400600xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,3,
240,108,7,,,,其他收入,11000000000,130750.000000,116822.000000,117023.000000,13928.000000,,1,
240,108,,05,,,中央研究院,11020400000,130750.000000,116822.000000,117023.000000,13928.000000,,2,
240,108,,,01,,雜項收入,11020400900,130750.000000,116822.000000,117023.000000,13928.000000,,3,
240,108,,,,01,收回以前年度歲出,11020400901,2000.000000,3000.000000,774.000000,-1000.000000,"本年度預算數係收回員工薪資及
以前年度計畫賸餘款等繳庫數。",11020400901xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,108,,,,02,其他雜項收入,11020400909,128750.000000,113822.000000,116249.000000,14928.000000,"本年度預算數係出售書刊、宿舍
使用費、活動中心會議室出借及
公用儀器設施使用等收入。",11020400909xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,109,,,,,"合         計",,143312.000000,141701.000000,1932727.000000,1611.000000,,9,1
240,109,2,,,,罰款及賠償收入,04000000000,5000.000000,5000.000000,1781125.000000,0.000000,,1,
240,109,,04,,,中央研究院,04020400000,5000.000000,5000.000000,1781125.000000,0.000000,,2,
240,109,,,01,,賠償收入,04020400300,5000.000000,5000.000000,1781125.000000,0.000000,,3,
240,109,,,,01,一般賠償收入,04020400301,5000.000000,5000.000000,1781125.000000,0.000000,"本年度預算數係圖書借閱逾期及
廠商違約逾期交貨等賠償收入。",04020400301xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,109,3,,,,規費收入,05000000000,0.000000,0.000000,21805.000000,0.000000,,1,
240,109,,05,,,中央研究院,05020400000,0.000000,0.000000,21805.000000,0.000000,,2,
240,109,,,01,,使用規費收入,05020400300,0.000000,0.000000,21805.000000,0.000000,,3,
240,109,,,,01,場地設施使用費,05020400306,0.000000,0.000000,21805.000000,0.000000,"前年度決算數係公用儀器設施使
用收入。",05020400306xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,109,4,,,,財產收入,07000000000,4730.000000,2951.000000,4452.000000,1779.000000,,1,
240,109,,05,,,中央研究院,07020400000,4730.000000,2951.000000,4452.000000,1779.000000,,2,
240,109,,,01,,財產孳息,07020400100,3230.000000,1451.000000,3156.000000,1779.000000,,3,
240,109,,,,01,租金收入,07020400103,3230.000000,1451.000000,3156.000000,1779.000000,"本年度預算數係員工消費合作社
、郵局、中華電信行動電話基地
台、便利超商及學術活動中心餐
廳場地等租金收入。",07020400103xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,109,,,02,,廢舊物資售價,07020400500,1500.000000,1500.000000,1296.000000,0.000000,"本年度預算數係出售報廢財產等
收入。",07020400500xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,3,
240,109,7,,,,其他收入,12000000000,133582.000000,133750.000000,125345.000000,-168.000000,,1,
240,109,,05,,,中央研究院,12020400000,133582.000000,133750.000000,125345.000000,-168.000000,,2,
240,109,,,01,,雜項收入,12020400200,133582.000000,133750.000000,125345.000000,-168.000000,,3,
240,109,,,,01,收回以前年度歲出,12020400201,2000.000000,2000.000000,4856.000000,0.000000,"本年度預算數係收回員工薪資及
以前年度計畫賸餘款等繳庫數。",12020400201xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,109,,,,02,其他雜項收入,12020400210,131582.000000,131750.000000,120489.000000,-168.000000,"本年度預算數係出售書刊、宿舍
使用費、活動中心會議室出借及
公用儀器設施使用等收入。",12020400210xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,110,,,,,"合         計",,150249.000000,150312.000000,168529.000000,-63.000000,,9,1
240,110,2,,,,罰款及賠償收入,04000000000,5000.000000,5000.000000,1912.000000,0.000000,,1,
240,110,,04,,,中央研究院,04020400000,5000.000000,5000.000000,1912.000000,0.000000,,2,
240,110,,,01,,賠償收入,04020400300,5000.000000,5000.000000,1912.000000,0.000000,,3,
240,110,,,,01,一般賠償收入,04020400301,5000.000000,5000.000000,1912.000000,0.000000,"本年度預算數係圖書借閱逾期及
廠商違約逾期交貨等賠償收入。",04020400301xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,110,4,,,,財產收入,07000000000,4333.000000,4730.000000,4245.000000,-397.000000,,1,
240,110,,05,,,中央研究院,07020400000,4333.000000,4730.000000,4245.000000,-397.000000,,2,
240,110,,,01,,財產孳息,07020400100,3333.000000,3230.000000,1281.000000,103.000000,,3,
240,110,,,,01,利息收入,07020400101,0.000000,0.000000,1.000000,0.000000,"前年度決算數係薪資劃撥帳戶及
學術發展捐助款專戶存款利息收
入。",07020400101xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,110,,,,02,租金收入,07020400103,3333.000000,3230.000000,1280.000000,103.000000,"本年度預算數係員工消費合作社
、郵局、中華電信行動電話基地
台、便利超商及學術活動中心餐
廳場地等租金收入。",07020400103xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,110,,,02,,廢舊物資售價,07020400500,1000.000000,1500.000000,2964.000000,-500.000000,"本年度預算數係出售報廢財產等
收入。",07020400500xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,3,
240,110,7,,,,其他收入,12000000000,140916.000000,140582.000000,162372.000000,334.000000,,1,
240,110,,05,,,中央研究院,12020400000,140916.000000,140582.000000,162372.000000,334.000000,,2,
240,110,,,01,,雜項收入,12020400200,140916.000000,140582.000000,162372.000000,334.000000,,3,
240,110,,,,01,收回以前年度歲出,12020400201,2000.000000,2000.000000,2066.000000,0.000000,"本年度預算數係收回員工薪資及
以前年度計畫賸餘款等繳庫數。",12020400201xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,110,,,,02,其他雜項收入,12020400210,138916.000000,138582.000000,160306.000000,334.000000,"本年度預算數係出售書刊、宿舍
使用費、活動中心會議室出借及
公用儀器設施使用等收入。",12020400210xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,111,,,,,"合         計",,146140.000000,150249.000000,145275.000000,-4109.000000,,9,1
240,111,2,,,,罰款及賠償收入,04000000000,5000.000000,5000.000000,5443.000000,0.000000,,1,
240,111,,04,,,中央研究院,04020400000,5000.000000,5000.000000,5443.000000,0.000000,,2,
240,111,,,01,,賠償收入,04020400300,5000.000000,5000.000000,5443.000000,0.000000,,3,
240,111,,,,01,一般賠償收入,04020400301,5000.000000,5000.000000,5443.000000,0.000000,"本年度預算數係圖書借閱逾期及
廠商違約逾期交貨等賠償收入。",04020400301xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,111,4,,,,財產收入,07000000000,4333.000000,4333.000000,4157.000000,0.000000,,1,
240,111,,05,,,中央研究院,07020400000,4333.000000,4333.000000,4157.000000,0.000000,,2,
240,111,,,01,,財產孳息,07020400100,3333.000000,3333.000000,1985.000000,0.000000,,3,
240,111,,,,01,租金收入,07020400103,3333.000000,3333.000000,1985.000000,0.000000,"本年度預算數係員工消費合作社
、郵局、中華電信行動電話基地
台、便利超商及學術活動中心餐
廳場地等租金收入。",07020400103xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,111,,,02,,廢舊物資售價,07020400500,1000.000000,1000.000000,2172.000000,0.000000,"本年度預算數係出售報廢財產等
收入。",07020400500xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,3,
240,111,7,,,,其他收入,12000000000,136807.000000,140916.000000,135676.000000,-4109.000000,,1,
240,111,,05,,,中央研究院,12020400000,136807.000000,140916.000000,135676.000000,-4109.000000,,2,
240,111,,,01,,雜項收入,12020400200,136807.000000,140916.000000,135676.000000,-4109.000000,,3,
240,111,,,,01,收回以前年度歲出,12020400201,2000.000000,2000.000000,11512.000000,0.000000,"本年度預算數係收回員工薪資及
以前年度計畫賸餘款等繳庫數。",12020400201xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,111,,,,02,其他雜項收入,12020400210,134807.000000,138916.000000,124164.000000,-4109.000000,"本年度預算數係出售書刊、宿舍
使用費、活動中心會議室出借及
公用儀器設施使用等收入。",12020400210xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,112,,,,,"合         計",,149671.000000,146610.000000,123594.000000,3061.000000,,9,1
240,112,2,,,,罰款及賠償收入,04000000000,5000.000000,5000.000000,1040.000000,0.000000,,1,
240,112,,04,,,中央研究院,04020400000,5000.000000,5000.000000,1040.000000,0.000000,,2,
240,112,,,01,,賠償收入,04020400300,5000.000000,5000.000000,1040.000000,0.000000,,3,
240,112,,,,01,一般賠償收入,04020400301,5000.000000,5000.000000,1040.000000,0.000000,"本年度預算數係圖書借閱逾期及
廠商違約逾期交貨等賠償收入。",04020400301xxxxxxxxxxxxxxxxxxxxxxxx1R1x0,4,
240,112,4,,,,財產收入,07000000000,5234.000000,4803.000000,6196.000000,431.000000,,1,
