id,time,會計年度,月份,款,項,目,節,預算科目編號,預算科目名稱,細目編號,細目名稱,原預算數,追加減數,截至本月止分配預算數_1,本月實現數,截至本月止累計實現數_2,應收收入數_3,分配數預算餘額_4
240,10806,108,6,,,01,,0702400100-1,財產孳息,,,"1,451,000",0,"874,000","97,143","896,737",0,"22,737"
240,10806,108,6,,,,02,0702400106-8,租金收入,,,"1,451,000",0,"874,000","97,143","896,737",0,"22,737"
240,10806,108,6,,,02,,0702400600-4,廢舊物資售價,,,"1,500,000",0,"750,000","1,438,682","2,011,330",0,"1,261,330"
240,10806,108,6,07,,,,1100000000-2,其他收入,,,"133,750,000",0,"61,592,000","13,869,192","74,015,444",0,"12,423,444"
240,10806,108,6,,05,,,1102400000-0,中央研究院,,,"133,750,000",0,"61,592,000","13,869,192","74,015,444",0,"12,423,444"
240,10806,108,6,,,01,,1102400900-1,雜項收入,,,"133,750,000",0,"61,592,000","13,869,192","74,015,444",0,"12,423,444"
240,10806,108,6,,,,01,1102400901-4,收回以前年度歲出,,,"2,000,000",0,"1,002,000","223,823","1,683,940",0,"681,940"
240,10806,108,6,,,,02,1102400909-6,其他雜項收入,,,"131,750,000",0,"60,590,000","13,645,369","72,331,504",0,"11,741,504"
240,10806,108,6,,,,,合計,,,,"141,701,000",0,"65,712,000","15,422,963","77,269,731",0,"11,557,731"
240,10807,108,7,02,,,,0400000000-2,罰款及賠償收入,,,"5,000,000",0,"2,912,000","104,977","451,197",0,"-2,460,803"
240,10807,108,7,,04,,,0402400000-0,中央研究院,,,"5,000,000",0,"2,912,000","104,977","451,197",0,"-2,460,803"
240,10807,108,7,,,01,,0402400300-4,賠償收入,,,"5,000,000",0,"2,912,000","104,977","451,197",0,"-2,460,803"
240,10807,108,7,,,,01,0402400301-7,一般賠償收入,,,"5,000,000",0,"2,912,000","104,977","451,197",0,"-2,460,803"
240,10807,108,7,04,,,,0700000000-9,財產收入,,,"2,951,000",0,"1,755,000","131,805","3,039,872",0,"1,284,872"
240,10807,108,7,,05,,,0702400000-7,中央研究院,,,"2,951,000",0,"1,755,000","131,805","3,039,872",0,"1,284,872"
240,10807,108,7,,,01,,0702400100-1,財產孳息,,,"1,451,000",0,"1,005,000","118,565","1,015,302",0,"10,302"
240,10807,108,7,,,,01,0702400101-4,利息收入,,,0,0,0,312,312,0,312
240,10807,108,7,,,,02,0702400106-8,租金收入,,,"1,451,000",0,"1,005,000","118,253","1,014,990",0,"9,990"
240,10807,108,7,,,02,,0702400600-4,廢舊物資售價,,,"1,500,000",0,"750,000","13,240","2,024,570",0,"1,274,570"
240,10807,108,7,07,,,,1100000000-2,其他收入,,,"133,750,000",0,"76,550,000","21,250,797","95,266,241",0,"18,716,241"
240,10807,108,7,,05,,,1102400000-0,中央研究院,,,"133,750,000",0,"76,550,000","21,250,797","95,266,241",0,"18,716,241"
240,10807,108,7,,,01,,1102400900-1,雜項收入,,,"133,750,000",0,"76,550,000","21,250,797","95,266,241",0,"18,716,241"
240,10807,108,7,,,,01,1102400901-4,收回以前年度歲出,,,"2,000,000",0,"1,169,000","29,156","1,713,096",0,"544,096"
240,10807,108,7,,,,02,1102400909-6,其他雜項收入,,,"131,750,000",0,"75,381,000","21,221,641","93,553,145",0,"18,172,145"
240,10807,108,7,,,,,合計,,,,"141,701,000",0,"81,217,000","21,487,579","98,757,310",0,"17,540,310"
240,10808,108,8,02,,,,0400000000-2,罰款及賠償收入,,,"5,000,000",0,"3,328,000","123,896","575,093",0,"-2,752,907"
240,10808,108,8,,04,,,0402400000-0,中央研究院,,,"5,000,000",0,"3,328,000","123,896","575,093",0,"-2,752,907"
240,10808,108,8,,,01,,0402400300-4,賠償收入,,,"5,000,000",0,"3,328,000","123,896","575,093",0,"-2,752,907"
240,10808,108,8,,,,01,0402400301-7,一般賠償收入,,,"5,000,000",0,"3,328,000","123,896","575,093",0,"-2,752,907"
240,10808,108,8,04,,,,0700000000-9,財產收入,,,"2,951,000",0,"1,768,000",860,"3,040,732",0,"1,272,732"
240,10808,108,8,,05,,,0702400000-7,中央研究院,,,"2,951,000",0,"1,768,000",860,"3,040,732",0,"1,272,732"
240,10808,108,8,,,01,,0702400100-1,財產孳息,,,"1,451,000",0,"1,018,000",0,"1,015,302",0,"-2,698"
240,10808,108,8,,,,01,0702400101-4,利息收入,,,0,0,0,0,312,0,312
240,10808,108,8,,,,02,0702400106-8,租金收入,,,"1,451,000",0,"1,018,000",0,"1,014,990",0,"-3,010"
240,10808,108,8,,,02,,0702400600-4,廢舊物資售價,,,"1,500,000",0,"750,000",860,"2,025,430",0,"1,275,430"
240,10808,108,8,07,,,,1100000000-2,其他收入,,,"133,750,000",0,"86,344,000","15,073,080","110,339,321",0,"23,995,321"
240,10808,108,8,,05,,,1102400000-0,中央研究院,,,"133,750,000",0,"86,344,000","15,073,080","110,339,321",0,"23,995,321"
240,10808,108,8,,,01,,1102400900-1,雜項收入,,,"133,750,000",0,"86,344,000","15,073,080","110,339,321",0,"23,995,321"
240,10808,108,8,,,,01,1102400901-4,收回以前年度歲出,,,"2,000,000",0,"1,336,000","31,233","1,744,329",0,"408,329"
240,10808,108,8,,,,02,1102400909-6,其他雜項收入,,,"131,750,000",0,"85,008,000","15,041,847","108,594,992",0,"23,586,992"
240,10808,108,8,,,,,合計,,,,"141,701,000",0,"91,440,000","15,197,836","113,955,146",0,"22,515,146"
240,10809,108,9,02,,,,0400000000-2,罰款及賠償收入,,,"5,000,000",0,"3,744,000","12,188","587,281",0,"-3,156,719"
240,10809,108,9,,04,,,0402400000-0,中央研究院,,,"5,000,000",0,"3,744,000","12,188","587,281",0,"-3,156,719"
240,10809,108,9,,,01,,0402400300-4,賠償收入,,,"5,000,000",0,"3,744,000","12,188","587,281",0,"-3,156,719"
240,10809,108,9,,,,01,0402400301-7,一般賠償收入,,,"5,000,000",0,"3,744,000","12,188","587,281",0,"-3,156,719"
240,10809,108,9,04,,,,0700000000-9,財產收入,,,"2,951,000",0,"1,924,000","22,200","3,062,932",0,"1,138,932"
240,10809,108,9,,05,,,0702400000-7,中央研究院,,,"2,951,000",0,"1,924,000","22,200","3,062,932",0,"1,138,932"
240,10809,108,9,,,01,,0702400100-1,財產孳息,,,"1,451,000",0,"1,174,000","22,200","1,037,502",0,"-136,498"
240,10809,108,9,,,,01,0702400101-4,利息收入,,,0,0,0,0,312,0,312
240,10809,108,9,,,,02,0702400106-8,租金收入,,,"1,451,000",0,"1,174,000","22,200","1,037,190",0,"-136,810"
240,10809,108,9,,,02,,0702400600-4,廢舊物資售價,,,"1,500,000",0,"750,000",0,"2,025,430",0,"1,275,430"
240,10809,108,9,07,,,,1100000000-2,其他收入,,,"133,750,000",0,"101,350,000","14,146,583","124,485,904",0,"23,135,904"
240,10809,108,9,,05,,,1102400000-0,中央研究院,,,"133,750,000",0,"101,350,000","14,146,583","124,485,904",0,"23,135,904"
240,10809,108,9,,,01,,1102400900-1,雜項收入,,,"133,750,000",0,"101,350,000","14,146,583","124,485,904",0,"23,135,904"
240,10809,108,9,,,,01,1102400901-4,收回以前年度歲出,,,"2,000,000",0,"1,503,000","282,954","2,027,283",0,"524,283"
240,10809,108,9,,,,02,1102400909-6,其他雜項收入,,,"131,750,000",0,"99,847,000","13,863,629","122,458,621",0,"22,611,621"
240,10809,108,9,,,,,合計,,,,"141,701,000",0,"107,018,000","14,180,971","128,136,117",0,"21,118,117"
240,10810,108,10,02,,,,0400000000-2,罰款及賠償收入,,,"5,000,000",0,"4,160,000","564,021","1,151,302",0,"-3,008,698"
240,10810,108,10,,04,,,0402400000-0,中央研究院,,,"5,000,000",0,"4,160,000","564,021","1,151,302",0,"-3,008,698"
240,10810,108,10,,,01,,0402400300-4,賠償收入,,,"5,000,000",0,"4,160,000","564,021","1,151,302",0,"-3,008,698"
240,10810,108,10,,,,01,0402400301-7,一般賠償收入,,,"5,000,000",0,"4,160,000","564,021","1,151,302",0,"-3,008,698"
240,10810,108,10,04,,,,0700000000-9,財產收入,,,"2,951,000",0,"1,937,000","116,858","3,179,790",0,"1,242,790"
240,10810,108,10,,05,,,0702400000-7,中央研究院,,,"2,951,000",0,"1,937,000","116,858","3,179,790",0,"1,242,790"
240,10810,108,10,,,01,,0702400100-1,財產孳息,,,"1,451,000",0,"1,187,000","116,418","1,153,920",0,"-33,080"
240,10810,108,10,,,,01,0702400101-4,利息收入,,,0,0,0,0,312,0,312
240,10810,108,10,,,,02,0702400106-8,租金收入,,,"1,451,000",0,"1,187,000","116,418","1,153,608",0,"-33,392"
240,10810,108,10,,,02,,0702400600-4,廢舊物資售價,,,"1,500,000",0,"750,000",440,"2,025,870",0,"1,275,870"
240,10810,108,10,07,,,,1100000000-2,其他收入,,,"133,750,000",0,"111,298,000","11,756,569","136,242,473",0,"24,944,473"
240,10810,108,10,,05,,,1102400000-0,中央研究院,,,"133,750,000",0,"111,298,000","11,756,569","136,242,473",0,"24,944,473"
240,10810,108,10,,,01,,1102400900-1,雜項收入,,,"133,750,000",0,"111,298,000","11,756,569","136,242,473",0,"24,944,473"
240,10810,108,10,,,,01,1102400901-4,收回以前年度歲出,,,"2,000,000",0,"1,670,000","13,597","2,040,880",0,"370,880"
240,10810,108,10,,,,02,1102400909-6,其他雜項收入,,,"131,750,000",0,"109,628,000","11,742,972","134,201,593",0,"24,573,593"
240,10810,108,10,,,,,合計,,,,"141,701,000",0,"117,395,000","12,437,448","140,573,565",0,"23,178,565"
240,10811,108,11,02,,,,0400000000-2,罰款及賠償收入,,,"5,000,000",0,"4,576,000","495,622","1,646,924",0,"-2,929,076"
240,10811,108,11,,04,,,0402400000-0,中央研究院,,,"5,000,000",0,"4,576,000","495,622","1,646,924",0,"-2,929,076"
240,10811,108,11,,,01,,0402400300-4,賠償收入,,,"5,000,000",0,"4,576,000","495,622","1,646,924",0,"-2,929,076"
240,10811,108,11,,,,01,0402400301-7,一般賠償收入,,,"5,000,000",0,"4,576,000","495,622","1,646,924",0,"-2,929,076"
240,10811,108,11,04,,,,0700000000-9,財產收入,,,"2,951,000",0,"2,069,000","45,198","3,224,988",0,"1,155,988"
240,10811,108,11,,05,,,0702400000-7,中央研究院,,,"2,951,000",0,"2,069,000","45,198","3,224,988",0,"1,155,988"
240,10811,108,11,,,01,,0702400100-1,財產孳息,,,"1,451,000",0,"1,319,000","15,000","1,168,920",0,"-150,080"
240,10811,108,11,,,,01,0702400101-4,利息收入,,,0,0,0,0,312,0,312
240,10811,108,11,,,,02,0702400106-8,租金收入,,,"1,451,000",0,"1,319,000","15,000","1,168,608",0,"-150,392"
240,10811,108,11,,,02,,0702400600-4,廢舊物資售價,,,"1,500,000",0,"750,000","30,198","2,056,068",0,"1,306,068"
240,10811,108,11,07,,,,1100000000-2,其他收入,,,"133,750,000",0,"121,189,000","11,483,943","147,726,416",0,"26,537,416"
240,10811,108,11,,05,,,1102400000-0,中央研究院,,,"133,750,000",0,"121,189,000","11,483,943","147,726,416",0,"26,537,416"
240,10811,108,11,,,01,,1102400900-1,雜項收入,,,"133,750,000",0,"121,189,000","11,483,943","147,726,416",0,"26,537,416"
240,10811,108,11,,,,01,1102400901-4,收回以前年度歲出,,,"2,000,000",0,"1,837,000","8,781","2,049,661",0,"212,661"
240,10811,108,11,,,,02,1102400909-6,其他雜項收入,,,"131,750,000",0,"119,352,000","11,475,162","145,676,755",0,"26,324,755"
240,10811,108,11,,,,,合計,,,,"141,701,000",0,"127,834,000","12,024,763","152,598,328",0,"24,764,328"
240,10812,108,12,02,,,,0400000000-2,罰款及賠償收入,,,"5,000,000",0,"5,000,000","264,947","1,911,871",0,0,"-3,088,129"
240,10812,108,12,,04,,,0402400000-0,中央研究院,,,"5,000,000",0,"5,000,000","264,947","1,911,871",0,0,"-3,088,129"
240,10812,108,12,,,01,,0402400300-4,賠償收入,,,"5,000,000",0,"5,000,000","264,947","1,911,871",0,0,"-3,088,129"
240,10812,108,12,,,,01,0402400301-7,一般賠償收入,,,"5,000,000",0,"5,000,000","264,947","1,911,871",0,0,"-3,088,129"
240,10812,108,12,04,,,,0700000000-9,財產收入,,,"2,951,000",0,"2,951,000","1,019,933","4,244,921",0,0,"1,293,921"
240,10812,108,12,,05,,,0702400000-7,中央研究院,,,"2,951,000",0,"2,951,000","1,019,933","4,244,921",0,0,"1,293,921"
240,10812,108,12,,,01,,0702400100-1,財產孳息,,,"1,451,000",0,"1,451,000","112,178","1,281,098",0,0,"-169,902"
240,10812,108,12,,,,01,0702400101-4,利息收入,,,0,0,0,319,631,0,0,631
240,10812,108,12,,,,02,0702400106-8,租金收入,,,"1,451,000",0,"1,451,000","111,859","1,280,467",0,0,"-170,533"
240,10812,108,12,,,02,,0702400600-4,廢舊物資售價,,,"1,500,000",0,"1,500,000","907,755","2,963,823",0,0,"1,463,823"
240,10812,108,12,07,,,,1100000000-2,其他收入,,,"133,750,000",0,"133,750,000","14,645,562","162,371,978",0,0,"28,621,978"
240,10812,108,12,,05,,,1102400000-0,中央研究院,,,"133,750,000",0,"133,750,000","14,645,562","162,371,978",0,0,"28,621,978"
240,10812,108,12,,,01,,1102400900-1,雜項收入,,,"133,750,000",0,"133,750,000","14,645,562","162,371,978",0,0,"28,621,978"
240,10812,108,12,,,,01,1102400901-4,收回以前年度歲出,,,"2,000,000",0,"2,000,000","16,446","2,066,107",0,0,"66,107"
240,10812,108,12,,,,02,1102400909-6,其他雜項收入,,,"131,750,000",0,"131,750,000","14,629,116","160,305,871",0,0,"28,555,871"
240,10812,108,12,,,,,合計,,,,"141,701,000",0,"141,701,000","15,930,442","168,528,770",0,0,"26,827,770"
240,10901,109,1,02,,,,0400000000-2,罰款及賠償收入,,,"5,000,000",0,"416,000","2,149,006","2,149,006",0,"1,733,006"
240,10901,109,1,,04,,,0402400000-0,中央研究院,,,"5,000,000",0,"416,000","2,149,006","2,149,006",0,"1,733,006"
240,10901,109,1,,,01,,0402400300-4,賠償收入,,,"5,000,000",0,"416,000","2,149,006","2,149,006",0,"1,733,006"
240,10901,109,1,,,,01,0402400301-7,一般賠償收入,,,"5,000,000",0,"416,000","2,149,006","2,149,006",0,"1,733,006"
240,10901,109,1,04,,,,0700000000-9,財產收入,,,"4,730,000",0,"1,022,000","15,850","15,850",0,"-1,006,150"
240,10901,109,1,,05,,,0702400000-7,中央研究院,,,"4,730,000",0,"1,022,000","15,850","15,850",0,"-1,006,150"
240,10901,109,1,,,01,,0702400100-1,財產孳息,,,"3,230,000",0,"1,022,000","15,000","15,000",0,"-1,007,000"
240,10901,109,1,,,,01,0702400103-0,租金收入,,,"3,230,000",0,"1,022,000","15,000","15,000",0,"-1,007,000"
240,10901,109,1,,,02,,0702400500-0,廢舊物資售價,,,"1,500,000",0,0,850,850,0,850
240,10901,109,1,07,,,,1200000000-8,其他收入,,,"133,582,000",0,"13,526,000","14,320,344","14,320,344",0,"794,344"
240,10901,109,1,,05,,,1202400000-6,中央研究院,,,"133,582,000",0,"13,526,000","14,320,344","14,320,344",0,"794,344"
240,10901,109,1,,,01,,1202400200-5,雜項收入,,,"133,582,000",0,"13,526,000","14,320,344","14,320,344",0,"794,344"
240,10901,109,1,,,,01,1202400201-8,收回以前年度歲出,,,"2,000,000",0,"167,000","1,401,756","1,401,756",0,"1,234,756"
240,10901,109,1,,,,02,1202400210-9,其他雜項收入,,,"131,582,000",0,"13,359,000","12,918,588","12,918,588",0,"-440,412"
240,10901,109,1,,,,,合計,,,,"143,312,000",0,"14,964,000","16,485,200","16,485,200",0,"1,521,200"
240,10902,109,2,02,,,,0400000000-2,罰款及賠償收入,,,"5,000,000",0,"832,000","20,992","2,169,998",0,"1,337,998"
240,10902,109,2,,04,,,0402400000-0,中央研究院,,,"5,000,000",0,"832,000","20,992","2,169,998",0,"1,337,998"
240,10902,109,2,,,01,,0402400300-4,賠償收入,,,"5,000,000",0,"832,000","20,992","2,169,998",0,"1,337,998"
240,10902,109,2,,,,01,0402400301-7,一般賠償收入,,,"5,000,000",0,"832,000","20,992","2,169,998",0,"1,337,998"
240,10902,109,2,04,,,,0700000000-9,財產收入,,,"4,730,000",0,"1,560,000","315,601","331,451",0,"-1,228,549"
240,10902,109,2,,05,,,0702400000-7,中央研究院,,,"4,730,000",0,"1,560,000","315,601","331,451",0,"-1,228,549"
240,10902,109,2,,,01,,0702400100-1,財產孳息,,,"3,230,000",0,"1,560,000","306,401","321,401",0,"-1,238,599"
240,10902,109,2,,,,01,0702400103-0,租金收入,,,"3,230,000",0,"1,560,000","306,401","321,401",0,"-1,238,599"
240,10902,109,2,,,02,,0702400500-0,廢舊物資售價,,,"1,500,000",0,0,"9,200","10,050",0,"10,050"
240,10902,109,2,07,,,,1200000000-8,其他收入,,,"140,582,000",0,"22,986,000","10,160,052","24,480,396",0,"1,494,396"
240,10902,109,2,,05,,,1202400000-6,中央研究院,,,"140,582,000",0,"22,986,000","10,160,052","24,480,396",0,"1,494,396"
240,10902,109,2,,,01,,1202400200-5,雜項收入,,,"140,582,000",0,"22,986,000","10,160,052","24,480,396",0,"1,494,396"
240,10902,109,2,,,,01,1202400201-8,收回以前年度歲出,,,"2,000,000",0,"334,000","1,603,248","3,005,004",0,"2,671,004"
240,10902,109,2,,,,02,1202400210-9,其他雜項收入,,,"138,582,000",0,"22,652,000","8,556,804","21,475,392",0,"-1,176,608"
240,10902,109,2,,,,,合計,,,,"150,312,000",0,"25,378,000","10,496,645","26,981,845",0,"1,603,845"
240,10903,109,3,02,,,,0400000000-2,罰款及賠償收入,,,"5,000,000",0,"1,248,000","86,400","2,256,398",0,"1,008,398"
240,10903,109,3,,04,,,0402400000-0,中央研究院,,,"5,000,000",0,"1,248,000","86,400","2,256,398",0,"1,008,398"
240,10903,109,3,,,01,,0402400300-4,賠償收入,,,"5,000,000",0,"1,248,000","86,400","2,256,398",0,"1,008,398"
240,10903,109,3,,,,01,0402400301-7,一般賠償收入,,,"5,000,000",0,"1,248,000","86,400","2,256,398",0,"1,008,398"
240,10903,109,3,04,,,,0700000000-9,財產收入,,,"4,730,000",0,"1,760,000","787,673","1,119,124",0,"-640,876"
240,10903,109,3,,05,,,0702400000-7,中央研究院,,,"4,730,000",0,"1,760,000","787,673","1,119,124",0,"-640,876"
240,10903,109,3,,,01,,0702400100-1,財產孳息,,,"3,230,000",0,"1,760,000","703,284","1,024,685",0,"-735,315"
240,10903,109,3,,,,01,0702400103-0,租金收入,,,"3,230,000",0,"1,760,000","703,284","1,024,685",0,"-735,315"
240,10903,109,3,,,02,,0702400500-0,廢舊物資售價,,,"1,500,000",0,0,"84,389","94,439",0,"94,439"
240,10903,109,3,07,,,,1200000000-8,其他收入,,,"140,582,000",0,"32,432,000","9,663,483","34,143,879",0,"1,711,879"
240,10903,109,3,,05,,,1202400000-6,中央研究院,,,"140,582,000",0,"32,432,000","9,663,483","34,143,879",0,"1,711,879"
240,10903,109,3,,,01,,1202400200-5,雜項收入,,,"140,582,000",0,"32,432,000","9,663,483","34,143,879",0,"1,711,879"
240,10903,109,3,,,,01,1202400201-8,收回以前年度歲出,,,"2,000,000",0,"501,000","357,184","3,362,188",0,"2,861,188"
240,10903,109,3,,,,02,1202400210-9,其他雜項收入,,,"138,582,000",0,"31,931,000","9,306,299","30,781,691",0,"-1,149,309"
240,10903,109,3,,,,,合計,,,,"150,312,000",0,"35,440,000","10,537,556","37,519,401",0,"2,079,401"
240,10904,109,4,02,,,,0400000000-2,罰款及賠償收入,,,"5,000,000",0,"1,664,000","54,940","2,311,338",0,"647,338"
240,10904,109,4,,04,,,0402400000-0,中央研究院,,,"5,000,000",0,"1,664,000","54,940","2,311,338",0,"647,338"
240,10904,109,4,,,01,,0402400300-4,賠償收入,,,"5,000,000",0,"1,664,000","54,940","2,311,338",0,"647,338"
240,10904,109,4,,,,01,0402400301-7,一般賠償收入,,,"5,000,000",0,"1,664,000","54,940","2,311,338",0,"647,338"
240,10904,109,4,04,,,,0700000000-9,財產收入,,,"4,730,000",0,"1,919,000","100,232","1,219,356",0,"-699,644"
240,10904,109,4,,05,,,0702400000-7,中央研究院,,,"4,730,000",0,"1,919,000","100,232","1,219,356",0,"-699,644"
240,10904,109,4,,,01,,0702400100-1,財產孳息,,,"3,230,000",0,"1,919,000","90,032","1,114,717",0,"-804,283"
240,10904,109,4,,,,01,0702400103-0,租金收入,,,"3,230,000",0,"1,919,000","90,032","1,114,717",0,"-804,283"
240,10904,109,4,,,02,,0702400500-0,廢舊物資售價,,,"1,500,000",0,0,"10,200","104,639",0,"104,639"
240,10904,109,4,07,,,,1200000000-8,其他收入,,,"140,582,000",0,"42,563,000","10,269,922","44,413,801",0,"1,850,801"
240,10904,109,4,,05,,,1202400000-6,中央研究院,,,"140,582,000",0,"42,563,000","10,269,922","44,413,801",0,"1,850,801"
240,10904,109,4,,,01,,1202400200-5,雜項收入,,,"140,582,000",0,"42,563,000","10,269,922","44,413,801",0,"1,850,801"
240,10904,109,4,,,,01,1202400201-8,收回以前年度歲出,,,"2,000,000",0,"668,000","2,420,976","5,783,164",0,"5,115,164"
240,10904,109,4,,,,02,1202400210-9,其他雜項收入,,,"138,582,000",0,"41,895,000","7,848,946","38,630,637",0,"-3,264,363"
240,10904,109,4,,,,,合計,,,,"150,312,000",0,"46,146,000","10,425,094","47,944,495",0,"1,798,495"
240,10905,109,5,02,,,,0400000000-2,罰款及賠償收入,,,"5,000,000",0,"2,080,000","100,445","2,411,783",0,"331,783"
240,10905,109,5,,04,,,0402400000-0,中央研究院,,,"5,000,000",0,"2,080,000","100,445","2,411,783",0,"331,783"
240,10905,109,5,,,01,,0402400300-4,賠償收入,,,"5,000,000",0,"2,080,000","100,445","2,411,783",0,"331,783"
240,10905,109,5,,,,01,0402400301-7,一般賠償收入,,,"5,000,000",0,"2,080,000","100,445","2,411,783",0,"331,783"
240,10905,109,5,04,,,,0700000000-9,財產收入,,,"4,730,000",0,"2,082,000","17,000","1,236,356",0,"-845,644"
240,10905,109,5,,05,,,0702400000-7,中央研究院,,,"4,730,000",0,"2,082,000","17,000","1,236,356",0,"-845,644"
240,10905,109,5,,,01,,0702400100-1,財產孳息,,,"3,230,000",0,"2,082,000","15,000","1,129,717",0,"-952,283"
240,10905,109,5,,,,01,0702400103-0,租金收入,,,"3,230,000",0,"2,082,000","15,000","1,129,717",0,"-952,283"
240,10905,109,5,,,02,,0702400500-0,廢舊物資售價,,,"1,500,000",0,0,"2,000","106,639",0,"106,639"
240,10905,109,5,07,,,,1200000000-8,其他收入,,,"140,582,000",0,"52,693,000","11,197,068","55,610,869",0,"2,917,869"
240,10905,109,5,,05,,,1202400000-6,中央研究院,,,"140,582,000",0,"52,693,000","11,197,068","55,610,869",0,"2,917,869"
240,10905,109,5,,,01,,1202400200-5,雜項收入,,,"140,582,000",0,"52,693,000","11,197,068","55,610,869",0,"2,917,869"
240,10905,109,5,,,,01,1202400201-8,收回以前年度歲出,,,"2,000,000",0,"835,000","3,241,544","9,024,708",0,"8,189,708"
240,10905,109,5,,,,02,1202400210-9,其他雜項收入,,,"138,582,000",0,"51,858,000","7,955,524","46,586,161",0,"-5,271,839"
240,10905,109,5,,,,,合計,,,,"150,312,000",0,"56,855,000","11,314,513","59,259,008",0,"2,404,008"
240,10906,109,6,02,,,,0400000000-2,罰款及賠償收入,,,"5,000,000",0,"2,496,000","5,360","2,417,143",0,"-78,857"
240,10906,109,6,,04,,,0402400000-0,中央研究院,,,"5,000,000",0,"2,496,000","5,360","2,417,143",0,"-78,857"
240,10906,109,6,,,01,,0402400300-4,賠償收入,,,"5,000,000",0,"2,496,000","5,360","2,417,143",0,"-78,857"
240,10906,109,6,,,,01,0402400301-7,一般賠償收入,,,"5,000,000",0,"2,496,000","5,360","2,417,143",0,"-78,857"
240,10906,109,6,04,,,,0700000000-9,財產收入,,,"4,730,000",0,"2,995,000","339,286","1,575,642",0,"-1,419,358"
240,10906,109,6,,05,,,0702400000-7,中央研究院,,,"4,730,000",0,"2,995,000","339,286","1,575,642",0,"-1,419,358"
240,10906,109,6,,,01,,0702400100-1,財產孳息,,,"3,230,000",0,"2,245,000","338,446","1,468,163",0,"-776,837"
240,10906,109,6,,,,01,0702400103-0,租金收入,,,"3,230,000",0,"2,245,000","338,446","1,468,163",0,"-776,837"
240,10906,109,6,,,02,,0702400500-0,廢舊物資售價,,,"1,500,000",0,"750,000",840,"107,479",0,"-642,521"
240,10906,109,6,07,,,,1200000000-8,其他收入,,,"140,582,000",0,"62,889,000","7,849,621","63,460,490",0,"571,490"
240,10906,109,6,,05,,,1202400000-6,中央研究院,,,"140,582,000",0,"62,889,000","7,849,621","63,460,490",0,"571,490"
240,10906,109,6,,,01,,1202400200-5,雜項收入,,,"140,582,000",0,"62,889,000","7,849,621","63,460,490",0,"571,490"
240,10906,109,6,,,,01,1202400201-8,收回以前年度歲出,,,"2,000,000",0,"1,002,000","1,190,697","10,215,405",0,"9,213,405"
240,10906,109,6,,,,02,1202400210-9,其他雜項收入,,,"138,582,000",0,"61,887,000","6,658,924","53,245,085",0,"-8,641,915"
240,10906,109,6,,,,,合計,,,,"150,312,000",0,"68,380,000","8,194,267","67,453,275",0,"-926,725"
240,10907,109,07,2,,,,0400000000-2,罰款及賠償收入,,,5000000,0,2912000,62311,2479454,0,-432546
240,10907,109,07,,4,,,0402400000-0,中央研究院,,,5000000,0,2912000,62311,2479454,0,-432546
240,10907,109,07,,,1,,0402400300-4,賠償收入,,,5000000,0,2912000,62311,2479454,0,-432546
240,10907,109,07,,,,1,0402400301-7,一般賠償收入,,,5000000,0,2912000,62311,2479454,0,-432546
240,10907,109,07,4,,,,0700000000-9,財產收入,,,4730000,0,3162000,1330069,2905711,0,-256289
240,10907,109,07,,5,,,0702400000-7,中央研究院,,,4730000,0,3162000,1330069,2905711,0,-256289
240,10907,109,07,,,1,,0702400100-1,財產孳息,,,3230000,0,2412000,99801,1567964,0,-844036
240,10907,109,07,,,,1,0702400103-0,租金收入,,,3230000,0,2412000,99657,1567820,0,-844180
240,10907,109,07,,,,2,0702400101-4,利息收入,,,0,0,0,144,144,0,144
240,10907,109,07,,,2,,0702400500-0,廢舊物資售價,,,1500000,0,750000,1230268,1337747,0,587747
240,10907,109,07,7,,,,1200000000-8,其他收入,,,140582000,0,80462000,16168842,79629332,0,-832668
240,10907,109,07,,5,,,1202400000-6,中央研究院,,,140582000,0,80462000,16168842,79629332,0,-832668
240,10907,109,07,,,1,,1202400200-5,雜項收入,,,140582000,0,80462000,16168842,79629332,0,-832668
240,10907,109,07,,,,1,1202400201-8,收回以前年度歲出,,,2000000,0,1169000,722385,10937790,0,9768790
240,10907,109,07,,,,2,1202400210-9,其他雜項收入,,,138582000,0,79293000,15446457,68691542,0,-10601458
240,10907,109,07,,,,,合計,,,,150312000,0,86536000,17561222,85014497,0,-1521503
240,10908,109,08,2,,,,0400000000-2,罰款及賠償收入,,,5000000,0,3328000,13695,2493149,0,-834851
240,10908,109,08,,4,,,0402400000-0,中央研究院,,,5000000,0,3328000,13695,2493149,0,-834851
240,10908,109,08,,,1,,0402400300-4,賠償收入,,,5000000,0,3328000,13695,2493149,0,-834851
240,10908,109,08,,,,1,0402400301-7,一般賠償收入,,,5000000,0,3328000,13695,2493149,0,-834851
240,10908,109,08,4,,,,0700000000-9,財產收入,,,4730000,0,3329000,58051,2963762,0,-365238
240,10908,109,08,,5,,,0702400000-7,中央研究院,,,4730000,0,3329000,58051,2963762,0,-365238
240,10908,109,08,,,1,,0702400100-1,財產孳息,,,3230000,0,2579000,9600,1577564,0,-1001436
240,10908,109,08,,,,1,0702400103-0,租金收入,,,3230000,0,2579000,9600,1577420,0,-1001580
240,10908,109,08,,,,2,0702400101-4,利息收入,,,0,0,0,0,144,0,144
